doi,clientId,publicationYear,resourceType,title,publisher,isPublisher,haveCreatorAffiliation,haveContributorAffiliation,isLatestVersion,isConceptDoi,createdAt,updatedAt,inDataCite,inOpenAire,openAireBestAccessRight,openAireIndicatorsDownloads,openAireIndicatorsViews,clientName,clientType
10.5281/zenodo.3902133,cern.zenodo,2020,Text,Documentation and dataset from the analysis and mapping of cities with similar topography and demography and the relation to energy efficient transport and mobility,Zenodo,0,1,0,0,1,2020-06-20T10:50:02Z,2020-09-08T07:59:49Z,1,,,,,Zenodo,repository
10.5061/dryad.d51c5b008,dryad.dryad,2021,Dataset,Data from: Odonate species occupancy frequency distribution and abundance – occupancy relationship patterns in temporal and permanent water bodies in a subtropical area,Dryad,0,1,0,1,0,2020-07-06T09:12:19Z,2025-07-22T16:30:25Z,1,1,OPEN,1,3,DRYAD,repository
10.5061/dryad.3n5tb2rfk,dryad.dryad,2020,Dataset,Data from: Translocation of an arctic seashore plant reveals signs of maladaptation to altered climatic conditions,Dryad,0,1,0,1,0,2020-10-28T11:26:14Z,2025-07-22T18:54:25Z,1,1,OPEN,0,2,DRYAD,repository
10.5281/zenodo.4785336,cern.zenodo,2021,Text,Online web map application and first set of map layers,Zenodo,0,1,0,1,0,2021-05-25T09:56:21Z,2021-05-25T09:56:22Z,1,,,,,Zenodo,repository
10.5281/zenodo.4785335,cern.zenodo,2021,Text,Online web map application and first set of map layers,Zenodo,0,1,0,0,0,2021-05-25T09:56:24Z,2021-05-25T09:56:25Z,1,,,,,Zenodo,repository
10.5281/zenodo.4785411,cern.zenodo,2020,Text,Documentation on excess heat potentials of industrial sites including open data file with selected potentials,Zenodo,0,1,0,1,0,2021-05-25T10:26:35Z,2021-05-25T10:26:36Z,1,,,,,Zenodo,repository
10.5281/zenodo.4883664,cern.zenodo,2021,Text,Cost and capacity analysis for representative EU energy grids depending on decarbonisation scenarios,Zenodo,0,1,0,1,0,2021-05-31T16:02:53Z,2021-09-07T09:13:45Z,1,,,,,Zenodo,repository
10.5281/zenodo.4883663,cern.zenodo,2021,Text,Cost and capacity analysis for representative EU energy grids depending on decarbonisation scenarios,Zenodo,0,1,0,0,1,2021-05-31T16:02:56Z,2021-09-07T09:13:47Z,1,,,,,Zenodo,repository
10.5281/zenodo.4892271,cern.zenodo,2021,Text,District heating investment costs and allocation of local resources for EU28 in 2030 and 2050,Zenodo,0,1,0,1,0,2021-06-02T07:04:16Z,2021-06-02T07:04:17Z,1,,,,,Zenodo,repository
10.5281/zenodo.4892270,cern.zenodo,2021,Text,District heating investment costs and allocation of local resources for EU28 in 2030 and 2050,Zenodo,0,1,0,0,0,2021-06-02T07:04:18Z,2021-06-02T07:04:18Z,1,,,,,Zenodo,repository
10.14279/tuj.eceasst.80.1160,tib.tub,2021,JournalArticle,Congestion Aware Objects Filtering for Collective Perception,Electronic Communications of the EASST,0,1,0,1,0,2021-09-08T15:16:14Z,2024-04-05T14:46:02Z,1,,,,,Technische Universität Berlin – Universitätsbibliothek,repository
10.14279/tuj.eceasst.80.1160.1117,tib.tub,2021,JournalArticle,Congestion Aware Objects Filtering for Collective Perception,Electronic Communications of the EASST,0,1,0,1,0,2021-09-08T15:18:35Z,2024-04-05T14:46:02Z,1,,,,,Technische Universität Berlin – Universitätsbibliothek,repository
10.48448/jzn8-x097,undsci.oopmau,2021,Audiovisual,On the Causality between Affective Impact and Coordinated Human-Robot Reactions ,Underline Science Inc.,0,1,0,1,0,2022-01-04T19:03:59Z,2022-01-04T19:03:59Z,1,,,,,Underline Science Inc.,repository
10.48550/arxiv.1704.03105,arxiv.content,2017,Text,Compile-Time Extensions to Hybrid ODEs,arXiv,0,1,0,1,0,2022-03-04T17:12:18Z,2022-03-04T17:12:19Z,1,,,,,arXiv,repository
10.48550/arxiv.1109.0786,arxiv.content,2011,Text,Accurate Programming: Thinking about programs in terms of properties,arXiv,0,1,0,1,0,2022-03-12T18:56:44Z,2022-03-12T18:56:45Z,1,,,,,arXiv,repository
10.5061/dryad.qrfj6q5jk,dryad.dryad,2022,Dataset,Home range sizes of red deer in contrasting landscapes and implications for management,Dryad,0,1,0,1,0,2022-05-03T17:34:57Z,2025-07-23T03:40:47Z,1,1,OPEN,2,3,DRYAD,repository
10.5281/zenodo.6524569,cern.zenodo,2022,Text,Geographic layers that illustrate future energy efficiency potentials,Zenodo,0,1,0,1,0,2022-05-06T13:18:44Z,2022-05-06T13:18:45Z,1,,,,,Zenodo,repository
10.5281/zenodo.6524568,cern.zenodo,2022,Text,Geographic layers that illustrate future energy efficiency potentials,Zenodo,0,1,0,0,0,2022-05-06T13:18:46Z,2022-05-06T13:18:47Z,1,,,,,Zenodo,repository
10.5281/zenodo.6524594,cern.zenodo,2022,Text,Spatial models and spatial analytics results,Zenodo,0,1,0,1,0,2022-05-06T13:28:34Z,2022-05-06T13:28:35Z,1,,,,,Zenodo,repository
10.5281/zenodo.6524593,cern.zenodo,2022,Text,Spatial models and spatial analytics results,Zenodo,0,1,0,0,0,2022-05-06T13:28:36Z,2022-05-06T13:28:36Z,1,,,,,Zenodo,repository
10.5061/dryad.fj6q573xg,dryad.dryad,2022,Dataset,The proximity of rapeseed fields influences levels of forest damage by red deer,Dryad,0,1,0,1,0,2022-05-11T20:38:29Z,2025-07-23T03:44:52Z,1,1,OPEN,3,4,DRYAD,repository
10.48448/x51m-7n44,undsci.oopmau,2022,Audiovisual,Robot Self-defense: Robots Can Use Force on Human Attackers to Defend Victims,Underline Science Inc.,0,1,0,1,0,2022-11-06T19:32:41Z,2022-11-06T19:32:42Z,1,,,,,Underline Science Inc.,repository
10.5878/837q-k158,snd.snd,2023,Dataset,How health and well-being are experienced and conditioned in the daily school life of young people recently migrated to Sweden,Halmstad University,1,1,0,0,1,2023-02-03T16:14:36Z,2025-09-22T10:15:22Z,1,1,RESTRICTED,,,Swedish National Data Service,repository
10.5878/nfq2-y902,snd.snd,2023,Dataset,How health and well-being are experienced and conditioned in the daily school life of young people recently migrated to Sweden,Halmstad University,1,1,0,1,0,2023-02-03T16:14:37Z,2025-09-22T08:46:29Z,1,1,,,,Swedish National Data Service,repository
10.5281/zenodo.7740758,cern.zenodo,2023,Software,TODLER: A Transaction Ordering Dependency anaLyzER - for Ethereum Smart Contracts,Zenodo,0,1,0,1,0,2023-03-16T17:54:49Z,2023-03-16T17:54:50Z,1,,,,,Zenodo,repository
10.5281/zenodo.7740757,cern.zenodo,2023,Software,TODLER: A Transaction Ordering Dependency anaLyzER - for Ethereum Smart Contracts,Zenodo,0,1,0,0,0,2023-03-16T17:54:50Z,2023-03-16T17:54:51Z,1,,,,,Zenodo,repository
10.6084/m9.figshare.22688759,figshare.ars,2023,Text,Additional file 1 of How do healthcare providers use national audit data for improvement?,figshare,0,1,0,1,0,2023-04-25T03:30:58Z,2023-04-25T03:31:00Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.22688759.v1,figshare.ars,2023,Text,Additional file 1 of How do healthcare providers use national audit data for improvement?,figshare,0,1,0,1,0,2023-04-25T03:30:58Z,2023-04-25T03:31:00Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.22688762,figshare.ars,2023,Text,Additional file 2 of How do healthcare providers use national audit data for improvement?,figshare,0,1,0,1,0,2023-04-25T03:30:59Z,2023-04-25T03:31:00Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.22688762.v1,figshare.ars,2023,Text,Additional file 2 of How do healthcare providers use national audit data for improvement?,figshare,0,1,0,1,0,2023-04-25T03:30:59Z,2023-04-25T03:31:01Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.c.6615026.v1,figshare.ars,2023,Collection,How do healthcare providers use national audit data for improvement?,figshare,0,1,0,1,0,2023-04-25T03:31:00Z,2023-04-25T03:31:01Z,1,1,OPEN,,,figshare Academic Research System,repository
10.6084/m9.figshare.c.6615026,figshare.ars,2023,Collection,How do healthcare providers use national audit data for improvement?,figshare,0,1,0,1,0,2023-04-25T03:31:01Z,2023-04-25T03:31:02Z,1,1,OPEN,,,figshare Academic Research System,repository
10.5281/zenodo.7920005,cern.zenodo,2023,ConferencePaper,ESPRIT-Oriented Precoder Design for mmWave Channel Estimation,Zenodo,0,1,0,1,0,2023-05-10T11:26:01Z,2023-05-15T10:37:08Z,1,,,,,Zenodo,repository
10.5281/zenodo.7920004,cern.zenodo,2023,ConferencePaper,ESPRIT-Oriented Precoder Design for mmWave Channel Estimation,Zenodo,0,1,0,0,1,2023-05-10T11:26:02Z,2023-05-15T10:37:08Z,1,,,,,Zenodo,repository
10.6084/m9.figshare.23564784,figshare.ars,2023,Text,Additional file 1 of HPV self-sampling versus healthcare provider collection on the effect of cervical cancer screening uptake and costs in LMIC: a systematic review and meta-analysis,figshare,0,1,0,1,0,2023-06-23T03:22:03Z,2023-06-23T03:22:10Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.23564784.v1,figshare.ars,2023,Text,Additional file 1 of HPV self-sampling versus healthcare provider collection on the effect of cervical cancer screening uptake and costs in LMIC: a systematic review and meta-analysis,figshare,0,1,0,1,0,2023-06-23T03:22:04Z,2023-06-23T03:22:09Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.23564787,figshare.ars,2023,Text,Additional file 2 of HPV self-sampling versus healthcare provider collection on the effect of cervical cancer screening uptake and costs in LMIC: a systematic review and meta-analysis,figshare,0,1,0,1,0,2023-06-23T03:22:05Z,2023-06-23T03:22:10Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.23564787.v1,figshare.ars,2023,Text,Additional file 2 of HPV self-sampling versus healthcare provider collection on the effect of cervical cancer screening uptake and costs in LMIC: a systematic review and meta-analysis,figshare,0,1,0,1,0,2023-06-23T03:22:05Z,2023-06-23T03:22:11Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.23564790,figshare.ars,2023,Dataset,Additional file 3 of HPV self-sampling versus healthcare provider collection on the effect of cervical cancer screening uptake and costs in LMIC: a systematic review and meta-analysis,figshare,0,1,0,1,0,2023-06-23T03:22:06Z,2023-06-23T03:22:11Z,1,1,OPEN,,,figshare Academic Research System,repository
10.6084/m9.figshare.23564790.v1,figshare.ars,2023,Dataset,Additional file 3 of HPV self-sampling versus healthcare provider collection on the effect of cervical cancer screening uptake and costs in LMIC: a systematic review and meta-analysis,figshare,0,1,0,1,0,2023-06-23T03:22:06Z,2023-06-23T03:22:12Z,1,1,OPEN,,,figshare Academic Research System,repository
10.6084/m9.figshare.23564793,figshare.ars,2023,Image,Additional file 4 of HPV self-sampling versus healthcare provider collection on the effect of cervical cancer screening uptake and costs in LMIC: a systematic review and meta-analysis,figshare,0,1,0,1,0,2023-06-23T03:22:08Z,2023-06-23T03:22:11Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.23564793.v1,figshare.ars,2023,Image,Additional file 4 of HPV self-sampling versus healthcare provider collection on the effect of cervical cancer screening uptake and costs in LMIC: a systematic review and meta-analysis,figshare,0,1,0,1,0,2023-06-23T03:22:08Z,2023-06-23T03:22:12Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.c.6709773.v1,figshare.ars,2023,Collection,HPV self-sampling versus healthcare provider collection on the effect of cervical cancer screening uptake and costs in LMIC: a systematic review and meta-analysis,figshare,0,1,0,1,0,2023-06-23T03:22:11Z,2023-06-23T03:22:13Z,1,1,OPEN,,,figshare Academic Research System,repository
10.6084/m9.figshare.c.6709773,figshare.ars,2023,Collection,HPV self-sampling versus healthcare provider collection on the effect of cervical cancer screening uptake and costs in LMIC: a systematic review and meta-analysis,figshare,0,1,0,1,0,2023-06-23T03:22:12Z,2023-06-23T03:22:13Z,1,1,OPEN,,,figshare Academic Research System,repository
10.6084/m9.figshare.23707060,figshare.ars,2023,Text,Additional file 1 of Innovation in healthcare: leadership perceptions about the innovation characteristics of artificial intelligence—a qualitative interview study with healthcare leaders in Sweden,figshare,0,1,0,1,0,2023-07-19T03:26:42Z,2023-07-19T03:26:45Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.23707060.v1,figshare.ars,2023,Text,Additional file 1 of Innovation in healthcare: leadership perceptions about the innovation characteristics of artificial intelligence—a qualitative interview study with healthcare leaders in Sweden,figshare,0,1,0,1,0,2023-07-19T03:26:42Z,2023-07-19T03:26:45Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.23707063,figshare.ars,2023,Text,Additional file 2 of Innovation in healthcare: leadership perceptions about the innovation characteristics of artificial intelligence—a qualitative interview study with healthcare leaders in Sweden,figshare,0,1,0,1,0,2023-07-19T03:26:44Z,2023-07-19T03:26:45Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.23707063.v1,figshare.ars,2023,Text,Additional file 2 of Innovation in healthcare: leadership perceptions about the innovation characteristics of artificial intelligence—a qualitative interview study with healthcare leaders in Sweden,figshare,0,1,0,1,0,2023-07-19T03:26:44Z,2023-07-19T03:26:46Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.c.6748987,figshare.ars,2023,Collection,Innovation in healthcare: leadership perceptions about the innovation characteristics of artificial intelligence—a qualitative interview study with healthcare leaders in Sweden,figshare,0,1,0,1,0,2023-07-19T03:26:45Z,2023-07-19T03:26:46Z,1,1,OPEN,,,figshare Academic Research System,repository
10.6084/m9.figshare.c.6748987.v1,figshare.ars,2023,Collection,Innovation in healthcare: leadership perceptions about the innovation characteristics of artificial intelligence—a qualitative interview study with healthcare leaders in Sweden,figshare,0,1,0,1,0,2023-07-19T03:26:45Z,2023-07-19T03:26:46Z,1,1,OPEN,,,figshare Academic Research System,repository
10.6084/m9.figshare.23714259,figshare.ars,2023,Text,Additional file 1 of ‘A Different Ball Game’: Adaptation of a men’s health program for implementation in rural Australia,figshare,0,1,0,1,0,2023-07-20T03:21:37Z,2023-07-20T03:21:38Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.23714259.v1,figshare.ars,2023,Text,Additional file 1 of ‘A Different Ball Game’: Adaptation of a men’s health program for implementation in rural Australia,figshare,0,1,0,1,0,2023-07-20T03:21:37Z,2023-07-20T03:21:39Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.c.6750990,figshare.ars,2023,Collection,‘A Different Ball Game’: Adaptation of a men’s health program for implementation in rural Australia,figshare,0,1,0,1,0,2023-07-20T03:21:38Z,2023-07-20T03:21:39Z,1,1,OPEN,,,figshare Academic Research System,repository
10.6084/m9.figshare.c.6750990.v1,figshare.ars,2023,Collection,‘A Different Ball Game’: Adaptation of a men’s health program for implementation in rural Australia,figshare,0,1,0,1,0,2023-07-20T03:21:38Z,2023-07-20T03:21:40Z,1,1,OPEN,,,figshare Academic Research System,repository
10.6084/m9.figshare.23917015,figshare.ars,2023,Text,"Additional file 1 of Associations between chronic widespread pain, pressure pain thresholds, leptin, and metabolic factors in individuals with knee pain",figshare,0,1,0,1,0,2023-08-10T03:24:09Z,2023-11-19T07:38:02Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.23917015.v1,figshare.ars,2023,Text,"Additional file 1 of Associations between chronic widespread pain, pressure pain thresholds, leptin, and metabolic factors in individuals with knee pain",figshare,0,1,0,1,0,2023-08-10T03:24:09Z,2023-11-19T07:43:02Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.23917018,figshare.ars,2023,Text,"Additional file 2 of Associations between chronic widespread pain, pressure pain thresholds, leptin, and metabolic factors in individuals with knee pain",figshare,0,1,0,1,0,2023-08-10T03:24:11Z,2023-11-19T07:34:35Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.23917018.v1,figshare.ars,2023,Text,"Additional file 2 of Associations between chronic widespread pain, pressure pain thresholds, leptin, and metabolic factors in individuals with knee pain",figshare,0,1,0,1,0,2023-08-10T03:24:11Z,2023-11-19T07:43:02Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.23917021,figshare.ars,2023,Image,"Additional file 3 of Associations between chronic widespread pain, pressure pain thresholds, leptin, and metabolic factors in individuals with knee pain",figshare,0,1,0,1,0,2023-08-10T03:24:13Z,2023-11-19T07:39:58Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.23917021.v1,figshare.ars,2023,Image,"Additional file 3 of Associations between chronic widespread pain, pressure pain thresholds, leptin, and metabolic factors in individuals with knee pain",figshare,0,1,0,1,0,2023-08-10T03:24:13Z,2023-11-19T07:34:28Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.23917024,figshare.ars,2023,Text,"Additional file 4 of Associations between chronic widespread pain, pressure pain thresholds, leptin, and metabolic factors in individuals with knee pain",figshare,0,1,0,1,0,2023-08-10T03:24:15Z,2023-11-19T07:38:13Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.23917024.v1,figshare.ars,2023,Text,"Additional file 4 of Associations between chronic widespread pain, pressure pain thresholds, leptin, and metabolic factors in individuals with knee pain",figshare,0,1,0,1,0,2023-08-10T03:24:15Z,2023-11-19T07:34:33Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.23917027,figshare.ars,2023,Text,"Additional file 5 of Associations between chronic widespread pain, pressure pain thresholds, leptin, and metabolic factors in individuals with knee pain",figshare,0,1,0,1,0,2023-08-10T03:24:17Z,2023-11-19T07:39:59Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.23917027.v1,figshare.ars,2023,Text,"Additional file 5 of Associations between chronic widespread pain, pressure pain thresholds, leptin, and metabolic factors in individuals with knee pain",figshare,0,1,0,1,0,2023-08-10T03:24:17Z,2023-11-19T07:43:15Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.c.6783115,figshare.ars,2023,Collection,"Associations between chronic widespread pain, pressure pain thresholds, leptin, and metabolic factors in individuals with knee pain",figshare,0,1,0,1,0,2023-08-10T03:24:19Z,2023-11-19T05:46:23Z,1,1,OPEN,,,figshare Academic Research System,repository
10.6084/m9.figshare.c.6783115.v1,figshare.ars,2023,Collection,"Associations between chronic widespread pain, pressure pain thresholds, leptin, and metabolic factors in individuals with knee pain",figshare,0,1,0,1,0,2023-08-10T03:24:19Z,2023-11-19T05:46:23Z,1,1,OPEN,,,figshare Academic Research System,repository
10.6084/m9.figshare.24603599,figshare.ars,2023,Dataset,Additional file 1 of School-based physical activity in relation to active travel – a cluster randomized controlled trial among adolescents enrolled in the school in motion study in Norway,figshare,0,1,0,1,0,2023-11-22T05:01:14Z,2024-08-16T10:58:15Z,1,1,OPEN,,,figshare Academic Research System,repository
10.6084/m9.figshare.24603599.v1,figshare.ars,2023,Dataset,Additional file 1 of School-based physical activity in relation to active travel – a cluster randomized controlled trial among adolescents enrolled in the school in motion study in Norway,figshare,0,1,0,1,0,2023-11-22T05:01:14Z,2024-08-16T10:58:15Z,1,1,OPEN,,,figshare Academic Research System,repository
10.5281/zenodo.10669402,cern.zenodo,2024,Software,Oulu-IMEDS/DeepWrist: v1.0,Zenodo,0,1,0,0,1,2024-02-16T07:29:21Z,2024-02-16T07:34:22Z,1,,,,,Zenodo,repository
10.5281/zenodo.10669403,cern.zenodo,2024,Software,Oulu-IMEDS/DeepWrist: v1.0,Zenodo,0,1,0,1,0,2024-02-16T07:29:21Z,2024-02-16T07:34:22Z,1,,,,,Zenodo,repository
10.5878/1vk8-tp84,snd.snd,2024,Dataset,"Dataset for ""Traffic intensity and vegetation management affect flower-visiting insects and their response to resources in road verges""",Swedish University of Agricultural Sciences,0,1,0,1,0,2024-05-13T11:46:51Z,2025-09-22T09:49:54Z,1,1,OPEN,,,Swedish National Data Service,repository
10.5878/1pck-q987,snd.snd,2024,Dataset,"Dataset for ""Traffic intensity and vegetation management affect flower-visiting insects and their response to resources in road verges""",Swedish University of Agricultural Sciences,0,1,0,0,1,2024-05-13T11:46:52Z,2025-09-22T09:53:54Z,1,1,OPEN,,,Swedish National Data Service,repository
10.60692/sy3ty-eyt08,iapx.bsycxq,2021,Text,"Visitors off the trail: Impacts on the dominant plant, bryophyte and lichen species in alpine heath vegetation in sub-arctic Sweden",OpenAlex,0,1,0,0,1,2024-05-21T10:07:38Z,2024-05-21T10:07:39Z,1,,,,,Greater South Information System,repository
10.60692/vbmqs-vzg57,iapx.bsycxq,2021,Text,"Visitors off the trail: Impacts on the dominant plant, bryophyte and lichen species in alpine heath vegetation in sub-arctic Sweden",OpenAlex,0,1,0,1,0,2024-05-21T10:07:38Z,2024-05-21T10:07:39Z,1,,,,,Greater South Information System,repository
10.7910/dvn/ov3iek,gdcc.harvard-dv,2024,Dataset,"Replication Code for ""Labor Market Consequences of Grandparenthood""",Harvard Dataverse,0,1,0,1,0,2024-05-22T19:38:53Z,2025-06-03T12:49:57Z,1,1,OPEN,,,Harvard Dataverse,repository
10.60692/20541-kgj67,iapx.bsycxq,2023,Text,Selection of human evaluators for design smell detection using dragonfly optimization algorithm: An empirical study,OpenAlex,0,1,0,1,0,2024-05-24T10:11:45Z,2024-05-24T17:20:11Z,1,,,,,Greater South Information System,repository
10.60692/hkhjh-tm035,iapx.bsycxq,2023,Text,Selection of human evaluators for design smell detection using dragonfly optimization algorithm: An empirical study,OpenAlex,0,1,0,0,1,2024-05-24T10:11:45Z,2024-05-24T17:20:11Z,1,,,,,Greater South Information System,repository
10.58062/be1c-0059,heol.zcbmov,2024,Dataset,Data for: Sleep interventions for children and adolescents: a systematic literature review of effectiveness and cost-effectiveness,Halmstad University,1,0,1,1,0,2024-05-24T15:17:29Z,2025-09-22T09:46:35Z,1,,,,,Högskolan i Halmstad /  DORIS repository,repository
10.58062/e4w0-8e36,heol.zcbmov,2024,Dataset,Data for: Sleep interventions for children and adolescents: a systematic literature review of effectiveness and cost-effectiveness,Halmstad University,1,0,1,0,1,2024-05-24T15:17:31Z,2025-09-22T09:54:29Z,1,,,,,Högskolan i Halmstad /  DORIS repository,repository
10.60692/g41n3-ebm31,iapx.bsycxq,2016,Text,Predicting Air Compressor Failures with Echo State Networks,OpenAlex,0,1,0,1,0,2024-05-29T20:26:43Z,2024-06-02T20:25:45Z,1,,,,,Greater South Information System,repository
10.60692/mvekc-kvn17,iapx.bsycxq,2016,Text,Predicting Air Compressor Failures with Echo State Networks,OpenAlex,0,1,0,0,1,2024-05-29T20:26:43Z,2024-06-02T20:25:45Z,1,,,,,Greater South Information System,repository
10.60692/p8s2j-d3b49,iapx.bsycxq,2017,Text,Reducing the Concretization Effort in FSM-Based Testing of Software Product Lines,OpenAlex,0,1,0,0,1,2024-05-29T21:22:17Z,2024-06-02T21:22:13Z,1,,,,,Greater South Information System,repository
10.60692/zrv88-cqz91,iapx.bsycxq,2017,Text,Reducing the Concretization Effort in FSM-Based Testing of Software Product Lines,OpenAlex,0,1,0,1,0,2024-05-29T21:22:17Z,2024-06-02T21:22:13Z,1,,,,,Greater South Information System,repository
10.60692/887be-crw09,iapx.bsycxq,2016,Text,Optimization problems with fixed volume constraints and stability results related to rearrangement classes,OpenAlex,0,1,0,0,1,2024-05-30T15:15:44Z,2024-06-03T15:15:11Z,1,,,,,Greater South Information System,repository
10.60692/dxg0n-zvw15,iapx.bsycxq,2016,Text,Optimization problems with fixed volume constraints and stability results related to rearrangement classes,OpenAlex,0,1,0,1,0,2024-05-30T15:15:44Z,2024-06-03T15:15:11Z,1,,,,,Greater South Information System,repository
10.6084/m9.figshare.25951788,figshare.ars,2024,Text,Additional file 1 of Validity and reliability of the Swedish version of the Children’s Sleep Habits Questionnaire (CSHQ-SWE),figshare,0,1,0,1,0,2024-06-01T04:00:54Z,2024-06-01T04:00:55Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.25951788.v1,figshare.ars,2024,Text,Additional file 1 of Validity and reliability of the Swedish version of the Children’s Sleep Habits Questionnaire (CSHQ-SWE),figshare,0,1,0,1,0,2024-06-01T04:00:54Z,2024-06-01T04:00:55Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.c.7264056,figshare.ars,2024,Collection,Validity and reliability of the Swedish version of the Children’s Sleep Habits Questionnaire (CSHQ-SWE),figshare,0,1,0,1,0,2024-06-01T04:00:55Z,2024-06-01T04:00:56Z,1,1,OPEN,,,figshare Academic Research System,repository
10.6084/m9.figshare.c.7264056.v1,figshare.ars,2024,Collection,Validity and reliability of the Swedish version of the Children’s Sleep Habits Questionnaire (CSHQ-SWE),figshare,0,1,0,1,0,2024-06-01T04:00:55Z,2024-06-01T04:00:56Z,1,1,OPEN,,,figshare Academic Research System,repository
10.60692/5ym2f-jkn77,iapx.bsycxq,2021,Text,UAVouch: A Secure Identity and Location Validation Scheme for UAV-Networks,OpenAlex,0,1,0,0,1,2024-06-01T21:05:57Z,2024-06-05T21:05:55Z,1,,,,,Greater South Information System,repository
10.60692/txtd6-2pz70,iapx.bsycxq,2021,Text,UAVouch: A Secure Identity and Location Validation Scheme for UAV-Networks,OpenAlex,0,1,0,1,0,2024-06-01T21:05:57Z,2024-06-05T21:05:55Z,1,,,,,Greater South Information System,repository
