doi,clientId,publicationYear,resourceType,title,publisher,isPublisher,haveCreatorAffiliation,haveContributorAffiliation,isLatestVersion,isConceptDoi,createdAt,updatedAt,inDataCite,inOpenAire,openAireBestAccessRight,openAireIndicatorsDownloads,openAireIndicatorsViews,titleWordCount,clientName,clientType
10.5281/zenodo.1299780,cern.zenodo,2018,Dataset,Catch Eyou: Wp6 Textbook Analysis Sweden - Offshoot,Zenodo,0,1,0,1,0,2018-06-28T14:28:42Z,2020-09-20T02:53:17Z,1,1,OPEN,0,3,8,Zenodo,repository
10.5281/zenodo.1299779,cern.zenodo,2018,Dataset,Catch Eyou: Wp6 Textbook Analysis Sweden - Offshoot,Zenodo,0,1,0,0,1,2018-06-28T14:28:43Z,2020-09-20T02:53:18Z,1,1,OPEN,0,3,8,Zenodo,repository
10.5281/zenodo.1312604,cern.zenodo,2017,Dataset,"Catch-Eyou: Processes In Youth'S Construction Of Active Eu Citizenship: Cross-National Wave 1 Questionnaires: Italy, Sweden, Germany, Greece, Portugal, Czech Republic, Uk, And Estonia – Extract_Political Passivity",Zenodo,0,1,0,0,1,2018-07-15T19:26:53Z,2020-09-20T03:22:51Z,1,1,OPEN,2,3,26,Zenodo,repository
10.5281/zenodo.1312605,cern.zenodo,2017,Dataset,"Catch-Eyou: Processes In Youth'S Construction Of Active Eu Citizenship: Cross-National Wave 1 Questionnaires: Italy, Sweden, Germany, Greece, Portugal, Czech Republic, Uk, And Estonia – Extract_Political Passivity",Zenodo,0,1,0,1,0,2018-07-15T19:26:53Z,2020-09-20T03:22:51Z,1,1,OPEN,2,3,26,Zenodo,repository
10.5281/zenodo.1313611,cern.zenodo,2018,Dataset,Catch-Eyou: Processes In Youth'S Construction Of Active Eu Citizenship: Cross-National Pilot Questionnaires,Zenodo,0,1,0,1,0,2018-07-17T12:36:33Z,2020-09-20T03:24:07Z,1,1,OPEN,0,4,12,Zenodo,repository
10.5281/zenodo.1313610,cern.zenodo,2018,Dataset,Catch-Eyou: Processes In Youth'S Construction Of Active Eu Citizenship: Cross-National Pilot Questionnaires,Zenodo,0,1,0,0,1,2018-07-17T12:36:34Z,2020-09-20T03:24:07Z,1,1,OPEN,0,4,12,Zenodo,repository
10.5281/zenodo.1313625,cern.zenodo,2018,Dataset,"Catch-Eyou: Processes In Youth'S Construction Of Active Eu Citizenship: Cross-National Wave 1 Questionnaires: Italy, Sweden, Germany, Greece, Portugal, Czech Republic, Uk, And Estonia",Zenodo,0,1,0,1,0,2018-07-17T12:49:54Z,2020-09-20T03:24:33Z,1,1,OPEN,0,4,23,Zenodo,repository
10.5281/zenodo.1313624,cern.zenodo,2018,Dataset,"Catch-Eyou: Processes In Youth'S Construction Of Active Eu Citizenship: Cross-National Wave 1 Questionnaires: Italy, Sweden, Germany, Greece, Portugal, Czech Republic, Uk, And Estonia",Zenodo,0,1,0,0,1,2018-07-17T12:49:55Z,2020-09-20T03:24:33Z,1,1,OPEN,0,4,23,Zenodo,repository
10.5281/zenodo.1313641,cern.zenodo,2018,Dataset,Catch-Eyou: Processes In Youth'S Construction Of Active Eu Citizenship: Cross-National Wave 2 Questionnaires,Zenodo,0,1,0,1,0,2018-07-17T12:59:04Z,2020-09-20T03:24:38Z,1,1,OPEN,0,2,13,Zenodo,repository
10.5281/zenodo.1313640,cern.zenodo,2018,Dataset,Catch-Eyou: Processes In Youth'S Construction Of Active Eu Citizenship: Cross-National Wave 2 Questionnaires,Zenodo,0,1,0,0,1,2018-07-17T12:59:05Z,2020-09-20T03:24:39Z,1,1,OPEN,0,2,13,Zenodo,repository
10.5281/zenodo.1313646,cern.zenodo,2018,Dataset,Catch-Eyou: Processes In Youth'S Construction Of Active Eu Citizenship: Cross-National Longitudinal (Wave 1 And 2) Questionnaires,Zenodo,0,1,0,1,0,2018-07-17T13:08:22Z,2020-09-20T03:24:41Z,1,1,OPEN,0,6,16,Zenodo,repository
10.5281/zenodo.1313645,cern.zenodo,2018,Dataset,Catch-Eyou: Processes In Youth'S Construction Of Active Eu Citizenship: Cross-National Longitudinal (Wave 1 And 2) Questionnaires,Zenodo,0,1,0,0,1,2018-07-17T13:08:23Z,2020-09-20T03:24:41Z,1,1,OPEN,0,6,16,Zenodo,repository
10.3886/icpsr37137,gesis.icpsr,2018,Dataset,"Processes Influencing Democratic Ownership and Participation (PIDOP) in nine European Countries, 2009-2012",ICPSR - Interuniversity Consortium for Political and Social Research,0,1,0,1,0,2018-09-07T15:06:17Z,2025-07-29T22:13:49Z,1,1,,,,12,ICPSR,repository
10.5281/zenodo.1442692,cern.zenodo,2016,Text,Gender Diversity And Team Science. Conceptual Framework.,Zenodo,0,1,0,1,0,2018-10-02T12:36:39Z,2020-09-20T10:40:58Z,1,,,,,7,Zenodo,repository
10.5281/zenodo.1442691,cern.zenodo,2016,Text,Gender Diversity And Team Science. Conceptual Framework.,Zenodo,0,1,0,0,1,2018-10-02T12:36:40Z,2020-09-20T10:40:58Z,1,,,,,7,Zenodo,repository
10.5281/zenodo.1442714,cern.zenodo,2018,Text,Survey Analysis And Performance Indicator Research Report,Zenodo,0,1,0,1,0,2018-10-02T13:10:52Z,2020-09-20T07:47:16Z,1,,,,,7,Zenodo,repository
10.5281/zenodo.1442713,cern.zenodo,2019,Text,Survey Analysis and Performance Indicator Research Report,Zenodo,0,1,0,0,1,2018-10-02T13:10:53Z,2020-07-15T19:38:08Z,1,,,,,7,Zenodo,repository
10.5281/zenodo.1473419,cern.zenodo,2017,Text,Youthblocs _ D.3.1 and D.3.2 _ Reports on the case studies,Zenodo,0,1,0,1,0,2018-10-29T09:31:55Z,2020-07-06T09:07:03Z,1,,,,,11,Zenodo,repository
10.5281/zenodo.1473418,cern.zenodo,2017,Text,Youthblocs _ D.3.1 and D.3.2 _ Reports on the case studies,Zenodo,0,1,0,0,1,2018-10-29T09:31:56Z,2020-07-06T09:07:05Z,1,,,,,11,Zenodo,repository
10.5281/zenodo.1473431,cern.zenodo,2016,Text,Youthblocs_ D.1.1 _State of the Art on Youth and Illegal Political Involvement,Zenodo,0,1,0,1,0,2018-10-29T09:46:26Z,2021-04-21T18:59:10Z,1,,,,,12,Zenodo,repository
10.5281/zenodo.1473430,cern.zenodo,2016,Text,Youthblocs_ D.1.1 _State of the Art on Youth and Illegal Political Involvement,Zenodo,0,1,0,0,0,2018-10-29T09:46:27Z,2021-04-21T18:59:10Z,1,,,,,12,Zenodo,repository
10.5281/zenodo.1473499,cern.zenodo,2018,Text,Youthblocs D.5.3. Final report MSCA - IF,Zenodo,0,1,0,1,0,2018-10-29T11:20:54Z,2020-09-20T08:15:56Z,1,,,,,7,Zenodo,repository
10.5281/zenodo.1473498,cern.zenodo,2018,Text,Youthblocs D.5.3. Final report MSCA - IF,Zenodo,0,1,0,0,1,2018-10-29T11:20:56Z,2020-09-20T08:15:56Z,1,,,,,7,Zenodo,repository
10.5281/zenodo.1473515,cern.zenodo,2018,Text,Youthblocs D4.2 - Report on Intergenerational relationships,Zenodo,0,1,0,1,0,2018-10-29T16:11:13Z,2021-04-21T18:59:11Z,1,,,,,7,Zenodo,repository
10.5281/zenodo.1473514,cern.zenodo,2018,Text,Youthblocs D4.2 - Report on Intergenerational relationships,Zenodo,0,1,0,0,1,2018-10-29T16:11:14Z,2021-04-21T18:59:11Z,1,,,,,7,Zenodo,repository
10.5281/zenodo.1450536,cern.zenodo,2018,Dataset,Youthblocs_Dataset,Zenodo,0,1,0,1,0,2018-10-30T07:52:48Z,2020-09-20T08:16:47Z,1,1,OPEN,0,3,1,Zenodo,repository
10.5281/zenodo.1450535,cern.zenodo,2018,Dataset,Youthblocs_Dataset,Zenodo,0,1,0,0,1,2018-10-30T07:52:49Z,2020-09-20T08:16:47Z,1,1,OPEN,0,3,1,Zenodo,repository
10.5281/zenodo.1489896,cern.zenodo,2018,Dataset,"Örebro University basement SLAM dataset - Radar, Velodyne",Zenodo,0,1,0,1,0,2018-11-16T14:10:27Z,2020-07-15T20:47:44Z,1,1,OPEN,1,10,8,Zenodo,repository
10.5281/zenodo.1489895,cern.zenodo,2018,Dataset,"Örebro University basement SLAM dataset - Radar, Velodyne",Zenodo,0,1,0,0,1,2018-11-16T14:10:28Z,2020-07-15T20:47:44Z,1,1,OPEN,1,10,8,Zenodo,repository
10.5281/zenodo.1489911,cern.zenodo,2018,Dataset,"Dortmund Slam Dataset - Radar, Velodyne",Zenodo,0,1,0,1,0,2018-11-16T14:16:00Z,2020-09-20T08:53:33Z,1,1,OPEN,1,5,6,Zenodo,repository
10.5281/zenodo.1489910,cern.zenodo,2018,Dataset,"Dortmund Slam Dataset - Radar, Velodyne",Zenodo,0,1,0,0,1,2018-11-16T14:16:01Z,2020-09-20T08:53:33Z,1,1,OPEN,1,5,6,Zenodo,repository
10.5281/zenodo.1489923,cern.zenodo,2018,Dataset,"Hannover University Slam Dataset - Radar, Velodyne",Zenodo,0,1,0,0,1,2018-11-16T14:44:14Z,2020-09-20T08:53:40Z,1,1,OPEN,0,2,7,Zenodo,repository
10.5281/zenodo.1489924,cern.zenodo,2018,Dataset,"Hannover University Slam Dataset - Radar, Velodyne",Zenodo,0,1,0,1,0,2018-11-16T14:44:14Z,2020-09-20T08:53:40Z,1,1,OPEN,0,2,7,Zenodo,repository
10.5281/zenodo.2545196,cern.zenodo,2019,Dataset,GEDII Survey on Research Teams Dataset,Zenodo,0,1,0,1,0,2019-01-31T08:46:28Z,2020-07-29T04:29:49Z,1,1,OPEN,0,12,6,Zenodo,repository
10.5281/zenodo.2545195,cern.zenodo,2019,Dataset,GEDII Survey on Research Teams Dataset,Zenodo,0,1,0,0,1,2019-01-31T08:46:29Z,2020-07-29T04:29:49Z,1,1,OPEN,0,12,6,Zenodo,repository
10.5281/zenodo.2546551,cern.zenodo,2019,Text,Survey Analysis and Performance Indicator Research Report,Zenodo,0,1,0,1,0,2019-01-31T08:50:07Z,2020-07-29T04:29:55Z,1,,,,,7,Zenodo,repository
10.5281/zenodo.2557380,cern.zenodo,2019,Text,Policy Briefs / Impact Factsheets,Zenodo,0,1,0,1,0,2019-02-05T11:21:54Z,2020-07-29T04:38:02Z,1,,,,,5,Zenodo,repository
10.5281/zenodo.2557379,cern.zenodo,2019,Text,Policy Briefs / Impact Factsheets,Zenodo,0,1,0,0,1,2019-02-05T11:21:55Z,2020-07-29T04:38:02Z,1,,,,,5,Zenodo,repository
10.3886/icpsr37137.v2,gesis.icpsr,2018,Dataset,"Processes Influencing Democratic Ownership and Participation (PIDOP) in nine European Countries, 2009-2012",ICPSR - Interuniversity Consortium for Political and Social Research,0,1,0,1,0,2019-02-12T15:04:13Z,2025-04-09T23:35:50Z,1,1,,,,12,ICPSR,repository
10.5281/zenodo.2574036,cern.zenodo,2019,Dataset,Ground truth matches between maps with high disparity,Zenodo,0,1,0,1,0,2019-02-20T17:37:44Z,2020-07-29T05:06:09Z,1,1,OPEN,0,2,8,Zenodo,repository
10.5281/zenodo.2574035,cern.zenodo,2019,Dataset,Ground truth matches between maps with high disparity,Zenodo,0,1,0,0,1,2019-02-20T17:37:46Z,2020-07-29T05:06:09Z,1,1,OPEN,0,2,8,Zenodo,repository
10.5281/zenodo.2638058,cern.zenodo,2024,Software,TRIQS/tprf: Version 3.3.1,Zenodo,0,1,0,0,1,2019-04-12T14:58:22Z,2024-09-03T19:57:34Z,1,,,,,3,Zenodo,repository
10.5061/dryad.k3c78v7,dryad.dryad,2019,Dataset,Data from: Carbon use efficiency of mycorrhizal fungal mycelium increases during the growing season but decreases with forest age across a Pinus sylvestris chronosequence,Dryad,0,1,0,1,0,2019-05-14T06:22:48Z,2025-07-22T09:09:13Z,1,1,OPEN,0,3,24,DRYAD,repository
10.5281/zenodo.3539291,cern.zenodo,2019,Software,FedericoPecora/coordination_oru: First release of the deadlock-avoiding and communication-uncertainty-aware algorithm,Zenodo,0,1,0,1,0,2019-11-12T14:39:31Z,2020-07-30T08:48:20Z,1,,,,,9,Zenodo,repository
10.5281/zenodo.3539290,cern.zenodo,2021,Software,FedericoPecora/coordination_oru: Current stable version,Zenodo,0,1,0,0,1,2019-11-12T14:39:32Z,2021-01-22T14:02:52Z,1,,,,,4,Zenodo,repository
10.5281/zenodo.3553777,cern.zenodo,2019,Text,Survey Analysis and Performance Indicator Research Report,Zenodo,0,1,0,1,0,2019-11-26T14:19:21Z,2020-07-30T09:29:47Z,1,,,,,7,Zenodo,repository
10.5281/zenodo.3575810,cern.zenodo,2019,Software,FedericoPecora/coordination_oru udp-live-V1.1,Zenodo,0,1,0,1,0,2019-12-14T10:27:08Z,2020-07-30T10:51:11Z,1,,,,,2,Zenodo,repository
10.5281/zenodo.3575848,cern.zenodo,2019,Software,FedericoPecora/coordination_oru udp-live-V1.4,Zenodo,0,1,0,1,0,2019-12-14T10:35:28Z,2020-07-30T10:51:13Z,1,,,,,2,Zenodo,repository
10.5281/zenodo.3579095,cern.zenodo,2019,Software,FedericoPecora/coordination_oru udp-live-V1.5,Zenodo,0,1,0,1,0,2019-12-16T14:57:40Z,2020-07-30T10:53:04Z,1,,,,,2,Zenodo,repository
10.13140/rg.2.2.23300.88967,rg.rg,2019,Text,Transaktionella analyser av undervisning och lärande: SMED-studier 2006–2018 [Transactional analyses of teaching and learning: SMED-studies 2006–2018],Örebro University,1,0,0,1,0,2019-12-21T11:53:01Z,2025-10-17T09:15:35Z,1,,,,,16,ResearchGate,repository
10.5281/zenodo.3608051,cern.zenodo,2020,Software,FedericoPecora/coordination_oru: Last version of master without UDP live functionality,Zenodo,0,1,0,1,0,2020-01-14T15:32:39Z,2020-07-30T21:08:59Z,1,,,,,9,Zenodo,repository
10.5281/zenodo.3608875,cern.zenodo,2020,Software,FedericoPecora/coordination_oru: Current stable release,Zenodo,0,1,0,1,0,2020-01-15T14:10:07Z,2020-07-30T21:14:30Z,1,,,,,4,Zenodo,repository
10.5281/zenodo.3609522,cern.zenodo,2020,Software,FedericoPecora/coordination_oru 0.5.2,Zenodo,0,1,0,1,0,2020-01-16T08:51:49Z,2020-07-30T21:15:05Z,1,,,,,2,Zenodo,repository
10.5281/zenodo.3609857,cern.zenodo,2020,Software,FedericoPecora/coordination_oru 0.5.3,Zenodo,0,1,0,1,0,2020-01-16T10:39:22Z,2020-07-30T21:15:52Z,1,,,,,2,Zenodo,repository
10.5281/zenodo.3609941,cern.zenodo,2020,Software,FedericoPecora/coordination_oru 0.5.4,Zenodo,0,1,0,1,0,2020-01-16T10:51:06Z,2020-07-30T21:16:04Z,1,,,,,2,Zenodo,repository
10.5281/zenodo.3631771,cern.zenodo,2022,Software,CARESSES Open Source Software,Zenodo,0,1,0,0,1,2020-01-30T16:59:50Z,2022-12-20T09:38:51Z,1,,,,,4,Zenodo,repository
10.5281/zenodo.3631772,cern.zenodo,2020,Software,CARESSES Open Source Software,Zenodo,0,1,0,1,0,2020-01-30T16:59:50Z,2020-07-30T21:55:30Z,1,,,,,4,Zenodo,repository
10.6084/m9.figshare.c.4852728,figshare.ars,2020,Collection,"Body fat percentage and CRP correlates with a composite score of vascular risk markers in healthy, young adults - The Lifestyle, Biomarkers, and Atherosclerosis (LBA) study",figshare,0,1,0,1,0,2020-02-12T04:41:46Z,2024-03-22T09:01:18Z,1,1,OPEN,,,26,figshare Academic Research System,repository
10.5281/zenodo.3668102,cern.zenodo,2020,Software,FedericoPecora/coordination_oru 0.5.5,Zenodo,0,1,0,1,0,2020-02-14T18:39:44Z,2020-07-31T07:33:23Z,1,,,,,2,Zenodo,repository
10.6084/m9.figshare.11931642,figshare.ars,2020,Text,Associations of neural processing of reward with posttraumatic stress disorder and secondary psychotic symptoms in trauma-affected refugees,Taylor & Francis,0,1,0,1,0,2020-03-04T10:21:21Z,2023-01-10T15:00:34Z,1,,,,,17,figshare Academic Research System,repository
10.6084/m9.figshare.11931642.v1,figshare.ars,2020,Text,Associations of neural processing of reward with posttraumatic stress disorder and secondary psychotic symptoms in trauma-affected refugees,Taylor & Francis,0,1,0,1,0,2020-03-04T10:21:21Z,2023-01-10T15:00:34Z,1,,,,,17,figshare Academic Research System,repository
10.6084/m9.figshare.c.4892913,figshare.ars,2020,Collection,Age- and gender-specific trends in respiratory outpatient visits and diagnoses at a tertiary pediatric hospital in China: a 10-year retrospective study,figshare,0,1,0,1,0,2020-03-13T05:00:49Z,2024-03-22T09:18:05Z,1,1,OPEN,,,21,figshare Academic Research System,repository
10.6084/m9.figshare.c.4892913.v1,figshare.ars,2020,Collection,Age- and gender-specific trends in respiratory outpatient visits and diagnoses at a tertiary pediatric hospital in China: a 10-year retrospective study,figshare,0,1,0,1,0,2020-03-13T05:00:49Z,2024-03-22T09:18:06Z,1,1,OPEN,,,21,figshare Academic Research System,repository
10.6084/m9.figshare.11979345,figshare.ars,2020,Text,Additional file 1 of Age- and gender-specific trends in respiratory outpatient visits and diagnoses at a tertiary pediatric hospital in China: a 10-year retrospective study,figshare,0,1,0,1,0,2020-03-13T05:07:09Z,2024-02-27T00:39:12Z,1,,,,,25,figshare Academic Research System,repository
10.6084/m9.figshare.11979345.v1,figshare.ars,2020,Text,Additional file 1 of Age- and gender-specific trends in respiratory outpatient visits and diagnoses at a tertiary pediatric hospital in China: a 10-year retrospective study,figshare,0,1,0,1,0,2020-03-13T05:07:11Z,2024-02-27T00:39:12Z,1,,,,,25,figshare Academic Research System,repository
10.6084/m9.figshare.c.4852728.v3,figshare.ars,2020,Collection,"Body fat percentage and CRP correlates with a composite score of vascular risk markers in healthy, young adults - The Lifestyle, Biomarkers, and Atherosclerosis (LBA) study",figshare,0,1,0,1,0,2020-03-31T03:42:19Z,2024-03-22T09:01:19Z,1,1,OPEN,,,26,figshare Academic Research System,repository
10.6084/m9.figshare.12050310,figshare.ars,2020,Text,"Additional file 1 of Body fat percentage and CRP correlates with a composite score of vascular risk markers in healthy, young adults - The Lifestyle, Biomarkers, and Atherosclerosis (LBA) study",figshare,0,1,0,1,0,2020-03-31T03:49:55Z,2024-03-04T08:15:16Z,1,,,,,30,figshare Academic Research System,repository
10.6084/m9.figshare.12050310.v1,figshare.ars,2020,Text,"Additional file 1 of Body fat percentage and CRP correlates with a composite score of vascular risk markers in healthy, young adults - The Lifestyle, Biomarkers, and Atherosclerosis (LBA) study",figshare,0,1,0,1,0,2020-03-31T03:49:56Z,2024-03-04T08:15:18Z,1,,,,,30,figshare Academic Research System,repository
10.5281/zenodo.3841869,cern.zenodo,2020,Software,FedericoPecora/coordination_oru 0.6,Zenodo,0,1,0,1,0,2020-05-24T14:56:15Z,2020-08-01T19:51:37Z,1,,,,,2,Zenodo,repository
10.5281/zenodo.3907374,cern.zenodo,2020,Software,FedericoPecora/coordination_oru: Current stable release,Zenodo,0,1,0,1,0,2020-06-25T09:01:09Z,2020-06-25T09:01:11Z,1,,,,,4,Zenodo,repository
10.6084/m9.figshare.c.5088237,figshare.ars,2020,Collection,Characteristics of non-conveyed patients in emergency medical services (EMS): a one-year prospective descriptive and comparative study in a region of Sweden,figshare,0,1,0,1,0,2020-08-11T07:44:15Z,2024-05-14T06:40:03Z,1,1,OPEN,,,21,figshare Academic Research System,repository
10.6084/m9.figshare.c.5088237.v1,figshare.ars,2020,Collection,Characteristics of non-conveyed patients in emergency medical services (EMS): a one-year prospective descriptive and comparative study in a region of Sweden,figshare,0,1,0,1,0,2020-08-11T07:44:16Z,2024-05-13T14:12:03Z,1,1,OPEN,,,21,figshare Academic Research System,repository
10.5281/zenodo.4003857,cern.zenodo,2020,Text,Physical touch in nursing and nursing education – an integrative review,Zenodo,0,1,0,1,0,2020-08-27T12:50:36Z,2020-08-27T12:50:37Z,1,,,,,11,Zenodo,repository
10.5281/zenodo.4003856,cern.zenodo,2020,Text,Physical touch in nursing and nursing education – an integrative review,Zenodo,0,1,0,0,0,2020-08-27T12:50:39Z,2020-08-27T12:50:40Z,1,,,,,11,Zenodo,repository
10.6084/m9.figshare.12931905,figshare.ars,2020,Text,"Additional file 1 of Aspirin and other non-steroidal anti-inflammatory drugs and depression, anxiety, and stress-related disorders following a cancer diagnosis: a nationwide register-based cohort study",figshare,0,1,0,1,0,2020-09-09T03:31:40Z,2024-02-19T14:55:41Z,1,,,,,25,figshare Academic Research System,repository
10.6084/m9.figshare.12931905.v1,figshare.ars,2020,Text,"Additional file 1 of Aspirin and other non-steroidal anti-inflammatory drugs and depression, anxiety, and stress-related disorders following a cancer diagnosis: a nationwide register-based cohort study",figshare,0,1,0,1,0,2020-09-09T03:31:55Z,2024-02-19T14:56:00Z,1,,,,,25,figshare Academic Research System,repository
10.6084/m9.figshare.c.5115909,figshare.ars,2020,Collection,"Aspirin and other non-steroidal anti-inflammatory drugs and depression, anxiety, and stress-related disorders following a cancer diagnosis: a nationwide register-based cohort study",figshare,0,1,0,1,0,2020-09-09T03:32:00Z,2024-03-22T11:26:02Z,1,1,OPEN,,,21,figshare Academic Research System,repository
10.6084/m9.figshare.c.5115909.v1,figshare.ars,2020,Collection,"Aspirin and other non-steroidal anti-inflammatory drugs and depression, anxiety, and stress-related disorders following a cancer diagnosis: a nationwide register-based cohort study",figshare,0,1,0,1,0,2020-09-09T03:32:07Z,2024-03-22T11:26:03Z,1,1,OPEN,,,21,figshare Academic Research System,repository
10.5061/dryad.2z34tmpk0,dryad.dryad,2021,Dataset,Anti-seizure medication use during pregnancy and risk of ASD and ADHD in children,Dryad,0,1,0,1,0,2020-09-19T19:28:46Z,2025-07-22T18:28:40Z,1,1,OPEN,2,9,13,DRYAD,repository
10.5281/zenodo.4106023,cern.zenodo,2020,Software,FedericoPecora/coordination_oru: Current stable version,Zenodo,0,1,0,1,0,2020-10-19T08:19:07Z,2020-10-19T08:19:08Z,1,,,,,4,Zenodo,repository
10.5281/zenodo.4423706,cern.zenodo,2021,Software,FedericoPecora/coordination_oru: Current stable version -- Fixing gradle,Zenodo,0,1,0,1,0,2021-01-07T14:08:47Z,2021-01-07T14:08:47Z,1,,,,,7,Zenodo,repository
10.5281/zenodo.4423844,cern.zenodo,2021,Software,FedericoPecora/coordination_oru: Current stable version,Zenodo,0,1,0,1,0,2021-01-07T14:18:17Z,2021-01-07T14:18:18Z,1,,,,,4,Zenodo,repository
10.6084/m9.figshare.c.5276110,figshare.ars,2021,Collection,"Reliability and validity of the Chinese version of the LMC Skills, Confidence &amp; Preparedness Index (SCPI) in patients with type 2 diabetes",figshare,0,1,0,1,0,2021-01-21T04:34:14Z,2024-03-22T12:52:10Z,1,1,OPEN,,,22,figshare Academic Research System,repository
10.6084/m9.figshare.c.5276110.v1,figshare.ars,2021,Collection,"Reliability and validity of the Chinese version of the LMC Skills, Confidence &amp; Preparedness Index (SCPI) in patients with type 2 diabetes",figshare,0,1,0,1,0,2021-01-21T04:34:21Z,2024-03-22T12:52:11Z,1,1,OPEN,,,22,figshare Academic Research System,repository
10.6084/m9.figshare.13619902,figshare.ars,2021,Text,"Additional file 1 of Reliability and validity of the Chinese version of the LMC Skills, Confidence &amp; Preparedness Index (SCPI) in patients with type 2 diabetes",figshare,0,1,0,1,0,2021-01-21T04:34:59Z,2024-03-04T06:37:44Z,1,,,,,26,figshare Academic Research System,repository
10.6084/m9.figshare.13619902.v1,figshare.ars,2021,Text,"Additional file 1 of Reliability and validity of the Chinese version of the LMC Skills, Confidence &amp; Preparedness Index (SCPI) in patients with type 2 diabetes",figshare,0,1,0,1,0,2021-01-21T04:35:11Z,2024-03-04T06:37:47Z,1,,,,,26,figshare Academic Research System,repository
10.5281/zenodo.4457404,cern.zenodo,2021,Software,FedericoPecora/coordination_oru: Current stable version,Zenodo,0,1,0,1,0,2021-01-22T14:02:48Z,2021-01-22T14:02:50Z,1,,,,,4,Zenodo,repository
10.6084/m9.figshare.c.5287341.v1,figshare.ars,2021,Collection,"Respiratory infections during lithium and valproate medication: a within-individual prospective study of 50,000 patients with bipolar disorder",figshare,0,1,0,1,0,2021-02-01T04:18:47Z,2024-03-22T12:59:43Z,1,1,OPEN,,,17,figshare Academic Research System,repository
10.6084/m9.figshare.c.5287341,figshare.ars,2021,Collection,"Respiratory infections during lithium and valproate medication: a within-individual prospective study of 50,000 patients with bipolar disorder",figshare,0,1,0,1,0,2021-02-01T04:18:48Z,2024-03-22T12:59:43Z,1,1,OPEN,,,17,figshare Academic Research System,repository
10.6084/m9.figshare.13671111,figshare.ars,2021,Text,"Additional file 1 of Respiratory infections during lithium and valproate medication: a within-individual prospective study of 50,000 patients with bipolar disorder",figshare,0,1,0,1,0,2021-02-01T04:20:24Z,2024-02-06T15:47:28Z,1,,,,,21,figshare Academic Research System,repository
