doi,clientId,publicationYear,resourceType,title,publisher,isPublisher,haveCreatorAffiliation,haveContributorAffiliation,isLatestVersion,isConceptDoi,createdAt,updatedAt,inDataCite,inOpenAire,openAireBestAccessRight,openAireIndicatorsDownloads,openAireIndicatorsViews,titleWordCount,referencedByDOI
10.3334/cdiac/otg.carina_58aa19940224,noaa.ncei,2013,Dataset,"Dissolved inorganic carbon, alkalinity, temperature, salinity and other variables collected from discrete sample and profile observations using CTD, bottle and other instruments from the HAAKON MOSBY in the North Greenland Sea and Norwegian Sea from 1994-02-24 to 1994-03-17 (NCEI Accession 0113541)",NOAA National Centers for Environmental Information,0,1,0,1,0,2012-01-09T19:56:03Z,2025-10-17T12:13:38Z,1,1,,,,41,
10.3334/cdiac/otg.carina_58aa19950217,noaa.ncei,2013,Dataset,"Dissolved inorganic carbon, pH, alkalinity, temperature, salinity and other variables collected from discrete sample and profile observations using CTD, bottle and other instruments from the HAAKON MOSBY in the North Greenland Sea and Norwegian Sea from 1995-02-17 to 1995-03-18 (NCEI Accession 0113543)",NOAA National Centers for Environmental Information,0,1,0,1,0,2012-01-09T19:56:13Z,2025-10-17T12:13:57Z,1,1,,,,42,
10.3334/cdiac/otg.carina_58jh19980801,noaa.ncei,2013,Dataset,"Dissolved inorganic carbon, pH, alkalinity, temperature, salinity and other variables collected from discrete sample and profile observations using CTD, bottle and other instruments from the JOHAN HJORT in the North Greenland Sea and Norwegian Sea from 1998-08-01 to 1998-08-23 (NCEI Accession 0113758)",NOAA National Centers for Environmental Information,0,1,0,1,0,2012-01-09T19:57:13Z,2025-10-03T12:06:27Z,1,1,,,,42,
10.3334/cdiac/otg.clivar_77dn20050819,noaa.ncei,2013,Dataset,"Dissolved inorganic carbon, pH, alkalinity, temperature, salinity and other variables collected from discrete sample and profile observations using CTD, Coulometer for DIC measurement and other instruments from the ODEN in the Arctic Ocean, Beaufort Sea and Bering Sea from 2005-08-19 to 2005-09-25 (NCEI Accession 0108129)",NOAA National Centers for Environmental Information,0,1,0,1,0,2012-01-09T20:07:32Z,2025-10-03T12:02:10Z,1,1,,,,45,
10.4232/1.10201,gesis.gesis,2010,Dataset,"European Parliament Election Study 2009, Candidate Study (Europäische Kandidatenstudie 2009)",GESIS Data Archive,0,1,0,1,0,2012-01-10T16:08:51Z,2024-06-21T16:58:40Z,1,1,,,,10,
10.5061/dryad.37s6bb42,dryad.dryad,2012,Dataset,Data from: New environmental metabarcodes for analysing soil DNA: potential for studying past and present ecosystems,Dryad,0,1,0,1,0,2012-02-06T17:00:43Z,2025-07-22T02:03:06Z,1,1,OPEN,0,2,16,
10.5061/dryad.682t7442,dryad.dryad,2012,Dataset,"Data from: Katatopygia gen. n., a monophyletic branch segregated from Boletina (Diptera, Mycetophilidae)",Dryad,0,1,0,1,0,2012-02-28T17:16:20Z,2025-07-22T02:38:25Z,1,1,OPEN,0,2,13,
10.5061/dryad.m247bg66,dryad.dryad,2012,Dataset,Data from: Imprints from genetic drift and mutation imply relative divergence times across marine transition zones in a pan-European small pelagic fish (Sprattus sprattus),Dryad,0,1,0,1,0,2012-03-15T21:13:10Z,2025-07-21T18:38:02Z,1,1,OPEN,2,2,24,
10.5061/dryad.70np2513,dryad.dryad,2012,Dataset,Data from: Genetic architecture in a marine hybrid zone: comparing outlier detection and genomic clines analysis in the bivalve Macoma balthica,Dryad,0,1,0,1,0,2012-03-16T17:29:39Z,2025-07-21T17:06:12Z,1,1,OPEN,0,2,21,
10.4232/1.11323,gesis.gesis,2011,Dataset,"European Parliament Election Study 2009, Candidate Study (Europäische Kandidatenstudie 2009) - Reduzierte Version",GESIS Data Archive,0,0,1,1,0,2012-03-27T11:34:29Z,2024-07-07T08:55:11Z,1,1,,,,13,
10.1594/pangaea.780626,pangaea.repository,2012,Dataset,"Time series of salinity, temperature, dissolved oxygen and currents measured at several depths with an Autonomous moored observatory (RCM9) in the Havstens Fjord, Western coast of Sweden, May 2010 - September 2010",PANGAEA,0,0,1,1,0,2012-06-06T01:09:20Z,2024-03-02T05:52:14Z,1,,,,,32,
10.1594/pangaea.780715,pangaea.repository,2012,Dataset,"Time series of salinity, temperature, dissolved oxygen and currents measured at several depths with an Autonomous moored observatory (SEAGUARD) in the Havstens Fjord, Western coast of Sweden, May 2010 - September 2010",PANGAEA,0,0,1,1,0,2012-06-07T01:35:05Z,2024-03-02T05:52:11Z,1,,,,,32,
10.1594/pangaea.780729,pangaea.repository,2012,Dataset,"Time series of salinity, temperature, dissolved oxygen and currents measured at several depths with an Autonomous moored observatory in the Havstens Fjord, Western coast of Sweden, December 2010 - April 2011",PANGAEA,0,0,1,1,0,2012-06-07T01:35:49Z,2024-03-02T05:52:12Z,1,,,,,31,
10.1594/pangaea.780723,pangaea.repository,2012,Dataset,"Time series of salinity, temperature, dissolved oxygen and currents measured at several depths with an Autonomous moored observatory in the Havstens Fjord, Western coast of Sweden, October 2010 - December 2010",PANGAEA,0,0,1,1,0,2012-06-07T01:35:50Z,2024-03-02T05:52:11Z,1,,,,,31,
10.1594/pangaea.780731,pangaea.repository,2012,Dataset,"Time series of salinity, temperature, dissolved oxygen and currents measured at several depths with an Autonomous moored observatory in the Havstens Fjord, Western coast of Sweden, November 2009 - April 2010",PANGAEA,0,0,1,1,0,2012-06-07T01:35:52Z,2024-03-02T05:52:12Z,1,,,,,31,
10.3334/cdiac/otg.06aq19870704_ark_iv_3,noaa.ncei,2013,Dataset,"Dissolved inorganic carbon, temperature, salinity and other variables collected from discrete sample and profile observations using CTD, bottle and other instruments from the POLARSTERN in the Arctic Ocean and North Greenland Sea from 1987-07-04 to 1987-09-02 (NCEI Accession 0113916)",NOAA National Centers for Environmental Information,0,1,0,1,0,2012-10-05T18:02:39Z,2025-10-03T12:06:54Z,1,1,,,,39,
10.5061/dryad.1qs20,dryad.dryad,2012,Dataset,Data from: Oceanographic connectivity and environmental correlates of genetic structuring in Atlantic herring in the Baltic Sea,Dryad,0,1,0,1,0,2012-12-03T18:27:08Z,2025-07-21T15:57:22Z,1,1,OPEN,2,5,17,
10.5061/dryad.k37m7,dryad.dryad,2012,Dataset,Data from: ITS1 versus ITS2 as DNA metabarcodes for fungi,Dryad,0,1,0,1,0,2012-12-20T18:26:03Z,2025-07-22T07:16:13Z,1,1,OPEN,0,6,10,
10.5061/dryad.c3b75,dryad.dryad,2013,Dataset,Data from: Investigating a possible role for the bacterial signal molecules N-acylhomoserine lactones in Balanus improvisus cyprid settlement,Dryad,0,1,0,1,0,2013-01-30T19:08:37Z,2025-07-22T00:00:41Z,1,1,OPEN,7,2,18,
10.5061/dryad.nn3j4,dryad.dryad,2013,Dataset,Data from: Statistical inference of allopolyploid species networks in the presence of incomplete lineage sorting,Dryad,0,1,0,1,0,2013-02-14T18:34:56Z,2025-07-21T15:12:45Z,1,1,OPEN,1,4,15,
10.5061/dryad.60659,dryad.dryad,2013,Dataset,Data from: Heterogeneous genomic differentiation in marine threespine sticklebacks: adaptation along an environmental gradient,Dryad,0,1,0,1,0,2013-02-20T16:08:11Z,2025-07-21T17:45:48Z,1,1,OPEN,1,2,14,
10.5061/dryad.s44s8,dryad.dryad,2013,Dataset,Data from: A total evidence approach to understanding phylogenetic relationships and ecological diversity in Selaginella subg. Tetragonostachys,Dryad,0,1,0,1,0,2013-03-22T14:41:21Z,2025-07-21T14:22:10Z,1,1,OPEN,3,2,17,
10.5061/dryad.v17q6,dryad.dryad,2013,Dataset,Data from: Parallel speciation or long-distance dispersal? Lessons from seaweeds (Fucus) in the Baltic Sea,Dryad,0,1,0,1,0,2013-04-12T15:52:51Z,2025-07-21T23:32:56Z,1,1,OPEN,2,7,15,
10.5061/dryad.gr573,dryad.dryad,2013,Dataset,"Data from: Integration of molecules and new fossils supports a Triassic origin for Lepidosauria (lizards, snakes, and tuatara)",Dryad,0,1,0,1,0,2013-06-14T17:38:06Z,2025-07-21T14:53:51Z,1,1,OPEN,1,2,18,
10.5061/dryad.1fb3d,dryad.dryad,2013,Dataset,"Data from: Integrative taxonomy of the freshwater worm Rhyacodrilus falciformis s.l. (Clitellata: Naididae), with the description of a new species",Dryad,0,1,0,1,0,2013-06-18T18:09:55Z,2025-07-22T07:28:46Z,1,1,OPEN,6,2,20,
10.1594/pangaea.814649,pangaea.repository,2014,Dataset,Underway physical oceanography and carbon dioxide measurements during ODEN cruise 77DN_OSO06,PANGAEA,0,0,1,1,0,2013-06-30T04:22:12Z,2024-02-18T04:26:22Z,1,,,,,11,
10.5061/dryad.6mh29,dryad.dryad,2014,Dataset,Data from: Cryptic diversity in the well-studied terrestrial worm Cognettia sphagnetorum (Clitellata: Enchytraeidae),Dryad,0,1,0,1,0,2013-09-16T15:28:30Z,2025-07-21T11:40:22Z,1,1,OPEN,52,64,13,
10.11577/1096920,doe.lbnl,2012,Dataset,High-Resolution Protein Structure Determination by Serial Femtosecond Crystallography (CXIDB ID 17),"Coherent X-ray Imaging Data Bank (Lawrence Berkeley National Laboratory); DESY; Max-Planck-Institut fur medizinische 
Forschung;  Arizona State University; State University of New York; Nikhef; European Synchrotron Radiation Facility;  
University of Gothenburg; University of Lubeck;  Uppsala University; University of Hamburg; Cornell University; SLAC 
National Accelerator Laboratory (SLAC), Menlo Park, CA (United States)",1,0,0,1,0,2013-10-22T02:31:58Z,2020-08-02T12:16:49Z,1,,,,,11,
10.5061/dryad.m186r,dryad.dryad,2015,Dataset,Data from: Parallel evolution of local adaptation and reproductive isolation in the face of gene flow,Dryad,0,1,0,1,0,2013-11-15T15:44:49Z,2025-07-22T09:46:16Z,1,1,OPEN,4,3,16,
10.5878/000002,snd.snd,1982,Dataset,Swedish election study 1960,University of Gothenburg,1,1,0,0,1,2013-12-17T19:23:34Z,2025-09-22T10:03:28Z,1,1,RESTRICTED,,,4,
10.5878/000003,snd.snd,1992,Dataset,Gymnastic activities in school 1973-1974,University of Gothenburg,1,0,0,0,1,2013-12-17T19:26:26Z,2025-09-22T10:34:37Z,1,,,,,5,
10.5878/000004,snd.snd,1992,Dataset,Youth involvement in sports 1973-1974,University of Gothenburg,1,0,0,0,1,2013-12-17T19:27:25Z,2025-09-22T10:26:29Z,1,,,,,5,
10.5878/000005,snd.snd,1992,Dataset,Socialization into sport involvement 1974: A cross national study - Sweden,University of Gothenburg,1,0,0,0,1,2013-12-17T19:27:26Z,2025-09-22T10:34:28Z,1,,,,,11,
10.5878/000006,snd.snd,1982,Dataset,Local information activities 1979,University of Gothenburg,1,1,1,0,1,2013-12-17T19:27:27Z,2025-09-22T10:35:04Z,1,1,RESTRICTED,,,4,
10.5878/000007,snd.snd,1982,Dataset,Swedish election study 1964,University of Gothenburg,1,1,0,0,1,2013-12-17T19:27:28Z,2025-09-22T10:35:20Z,1,1,RESTRICTED,,,4,
10.5878/000008,snd.snd,1982,Dataset,Swedish election study 1976,University of Gothenburg,1,0,0,0,1,2013-12-17T19:27:29Z,2025-09-22T10:33:11Z,1,,,,,4,
10.5878/000010,snd.snd,1984,Dataset,Swedish election study 1956,University of Gothenburg,1,1,0,0,1,2013-12-17T19:27:31Z,2025-09-22T10:33:14Z,1,1,RESTRICTED,,,4,
10.5878/000011,snd.snd,1982,Dataset,Survey of periodicals 1976,University of Gothenburg,1,1,0,0,1,2013-12-17T19:27:32Z,2025-09-22T10:34:38Z,1,1,RESTRICTED,,,4,
10.5878/000019,snd.snd,2013,Dataset,Democratization of public transportation since 1820,University of Gothenburg,1,1,0,0,1,2013-12-17T19:27:40Z,2025-09-22T10:34:42Z,1,1,RESTRICTED,,,6,
10.5878/000021,snd.snd,1982,Dataset,Swedish election study 1968,University of Gothenburg,1,1,0,0,1,2013-12-17T19:27:42Z,2025-09-22T10:35:22Z,1,1,RESTRICTED,,,4,
10.5878/000022,snd.snd,1982,Dataset,Swedish election study 1973,University of Gothenburg,1,1,0,0,1,2013-12-17T19:27:43Z,2025-09-22T10:35:11Z,1,1,RESTRICTED,,,4,
10.5878/000023,snd.snd,1984,Dataset,"Work, unions and co-determination 1979",University of Gothenburg,1,1,0,0,1,2013-12-17T19:27:43Z,2025-09-22T09:59:07Z,1,1,RESTRICTED,,,5,
10.5878/000026,snd.snd,1983,Dataset,Swedish election study 1970,University of Gothenburg,1,1,0,0,1,2013-12-17T19:27:46Z,2025-09-22T10:35:18Z,1,1,RESTRICTED,,,4,
10.5878/000030,snd.snd,1982,Dataset,The voters and nuclear power 1976,University of Gothenburg,1,1,0,0,1,2013-12-17T19:27:50Z,2025-09-22T10:35:16Z,1,1,RESTRICTED,,,6,
10.5878/000036,snd.snd,1984,Dataset,The press and nuclear power 1976,University of Gothenburg,1,1,0,0,1,2013-12-17T19:27:56Z,2025-09-22T10:35:07Z,1,1,RESTRICTED,,,6,
10.5878/000040,snd.snd,1984,Dataset,Swedish election study 1979,University of Gothenburg,1,1,0,0,1,2013-12-17T19:27:59Z,2025-09-22T10:35:19Z,1,1,RESTRICTED,,,4,
10.5878/000051,snd.snd,2025,Dataset,Local elections 1979,University of Gothenburg,1,1,0,0,1,2013-12-17T19:28:10Z,2025-10-09T13:50:23Z,1,1,RESTRICTED,,,3,
10.5878/000054,snd.snd,1982,Dataset,Demographic and economic analysis,University of Gothenburg,1,1,0,0,1,2013-12-17T19:28:13Z,2025-09-22T10:36:06Z,1,1,RESTRICTED,,,4,
10.5878/000055,snd.snd,1991,Dataset,Study of reading habits 1989 - Jönköping,University of Gothenburg,1,1,0,0,1,2013-12-17T19:28:14Z,2025-09-22T10:29:16Z,1,1,RESTRICTED,,,7,
10.5878/000057,snd.snd,1982,Dataset,Radio and television coverage of the miners' strike 1969-1970,University of Gothenburg,1,1,0,0,1,2013-12-17T19:28:16Z,2025-09-22T10:35:42Z,1,1,RESTRICTED,,,9,
10.5878/000059,snd.snd,1983,Dataset,Parliamentary ombudsman survey 1964-1972,University of Gothenburg,1,1,0,0,1,2013-12-17T19:28:18Z,2025-09-22T10:36:03Z,1,1,RESTRICTED,,,4,
10.5878/000060,snd.snd,1983,Dataset,Local representatives 1968,University of Gothenburg,1,1,0,0,1,2013-12-17T19:28:19Z,2025-09-22T10:35:36Z,1,1,RESTRICTED,,,3,
10.5878/000061,snd.snd,1982,Dataset,Local elections 1966,University of Gothenburg,1,1,0,0,1,2013-12-17T19:28:20Z,2025-09-22T10:36:05Z,1,1,RESTRICTED,,,3,
10.5878/000062,snd.snd,1982,Dataset,Local elections 1970,University of Gothenburg,1,1,0,0,1,2013-12-17T19:28:21Z,2025-09-22T10:35:35Z,1,1,RESTRICTED,,,3,
10.5878/000063,snd.snd,1982,Dataset,Local government politics in local press 1979,University of Gothenburg,1,1,0,0,1,2013-12-17T19:28:21Z,2025-09-22T10:01:15Z,1,1,RESTRICTED,,,7,
10.5878/000064,snd.snd,1982,Dataset,Planning of consumption and buyer behaviour in households 1976-1977,University of Gothenburg,1,0,0,0,1,2013-12-17T19:28:22Z,2025-10-15T13:21:25Z,1,,,,,9,
10.5878/000065,snd.snd,1982,Dataset,Occupation of Kungstorget in Göteborg 1976 - studies about information and the formation of public opinion,University of Gothenburg,1,1,0,0,1,2013-12-17T19:28:23Z,2025-09-22T10:29:13Z,1,1,RESTRICTED,,,16,
10.5878/000066,snd.snd,2012,Dataset,Local radio coverage of the election campaign 1979,University of Gothenburg,1,1,0,0,1,2013-12-17T19:28:24Z,2025-09-22T10:35:49Z,1,1,RESTRICTED,,,8,
10.5878/000072,snd.snd,1982,Dataset,Radio and television coverage of the Norrmalmstorg robbery - Comparisons with TT and Swedish press,University of Gothenburg,1,1,0,0,1,2013-12-17T19:28:30Z,2025-09-22T10:29:14Z,1,1,RESTRICTED,,,15,
10.5878/000076,snd.snd,1992,Dataset,Study of reading habits 1990 - Southern Halland,University of Gothenburg,1,1,0,0,1,2013-12-17T19:28:34Z,2025-09-22T10:29:26Z,1,1,RESTRICTED,,,8,
10.5878/000077,snd.snd,1986,Dataset,Popular fiction 1984-1985,University of Gothenburg,1,1,0,0,1,2013-12-17T19:28:35Z,2025-09-22T10:01:37Z,1,1,RESTRICTED,,,3,
10.5878/000078,snd.snd,1982,Dataset,Functions of the press: Analysis of contents - Total contents of newspapers,University of Gothenburg,1,1,0,0,1,2013-12-17T19:28:36Z,2025-09-22T10:35:56Z,1,1,RESTRICTED,,,12,
10.5878/000079,snd.snd,1982,Dataset,Functions of the press: Organizations´ study - Study of associations,University of Gothenburg,1,1,0,0,1,2013-12-17T19:28:37Z,2025-09-22T10:35:53Z,1,1,RESTRICTED,,,10,
10.5878/000081,snd.snd,1982,Dataset,Functions of the press: Council study,University of Gothenburg,1,1,0,0,1,2013-12-17T19:28:39Z,2025-09-22T10:11:19Z,1,1,RESTRICTED,,,6,
10.5878/000082,snd.snd,1982,Dataset,Readers´ study - General public,University of Gothenburg,1,1,0,0,1,2013-12-17T19:28:40Z,2025-09-22T10:36:04Z,1,1,RESTRICTED,,,5,
10.5878/000083,snd.snd,1992,Dataset,Fiscal austerity and urban innovation 1986-1987,University of Gothenburg,1,1,0,0,1,2013-12-17T19:28:41Z,2025-09-22T10:35:39Z,1,1,RESTRICTED,,,6,
10.5878/000084,snd.snd,1982,Dataset,Radio and television coverage of the revolution in Portugal 1975 - Comparisons with Swedish and international press,University of Gothenburg,1,1,0,0,1,2013-12-17T19:28:42Z,2025-09-22T10:11:37Z,1,1,RESTRICTED,,,17,
10.5878/000090,snd.snd,1982,Dataset,International television coverage 1975,University of Gothenburg,1,1,0,0,1,2013-12-17T19:28:47Z,2025-09-22T10:35:45Z,1,1,RESTRICTED,,,4,
10.5878/000093,snd.snd,1982,Dataset,Swedish government official investigations and post-war legislation,University of Gothenburg,1,1,0,0,1,2013-12-17T19:28:50Z,2025-09-22T10:35:59Z,1,1,RESTRICTED,,,7,
10.5878/000098,snd.snd,2025,Dataset,Census of the population 1940 - Occupational groups,University of Gothenburg,1,1,0,0,1,2013-12-17T19:28:55Z,2025-09-22T10:36:22Z,1,1,OPEN,,,8,
10.5878/000099,snd.snd,1992,Dataset,"Study of reading habits 1989 - Åstorp, Bjuv and Helsingborg",University of Gothenburg,1,1,0,0,1,2013-12-17T19:28:56Z,2025-09-22T10:29:49Z,1,1,RESTRICTED,,,10,
10.5878/000100,snd.snd,1992,Dataset,City 103,University of Gothenburg,1,1,0,0,1,2013-12-17T19:28:57Z,2025-09-22T10:36:25Z,1,1,RESTRICTED,,,2,
10.5878/000103,snd.snd,1986,Dataset,Swedish election study 1982,University of Gothenburg,1,1,0,0,1,2013-12-17T19:29:01Z,2025-09-22T10:33:19Z,1,1,RESTRICTED,,,4,
10.5878/000114,snd.snd,2014,Dataset,Media election survey 1979 - News analysis,University of Gothenburg,1,1,0,0,1,2013-12-17T19:29:11Z,2025-09-22T10:36:35Z,1,1,RESTRICTED,,,7,
10.5878/000115,snd.snd,1986,Dataset,Media election survey referendum 1980 - News analysis,University of Gothenburg,1,1,0,0,1,2013-12-17T19:29:12Z,2025-09-22T10:36:44Z,1,1,RESTRICTED,,,8,
10.5878/000116,snd.snd,2014,Dataset,Media election survey 1982 - News analysis,University of Gothenburg,1,1,0,0,1,2013-12-17T19:29:13Z,2025-09-22T10:36:37Z,1,1,RESTRICTED,,,7,
