doi,clientId,publicationYear,resourceType,title,publisher,isPublisher,haveCreatorAffiliation,haveContributorAffiliation,isLatestVersion,isConceptDoi,createdAt,updatedAt,inDataCite,inOpenAire,openAireBestAccessRight,openAireIndicatorsDownloads,openAireIndicatorsViews,titleWordCount,referencedByDOI
10.5281/zenodo.12641,cern.zenodo,2014,Text,Modelling Sound Propagation In The Presence Of Atmospheric Turbulence For The Auralisation Of Aircraft Noise,Zenodo,0,1,0,1,0,2014-11-11T12:08:53Z,2020-07-26T17:40:34Z,1,,,,,15,
10.13140/2.1.4189.6649,rg.rg,2005,Other,Development of a Time Invariant Stochastic Model of a Transport Mission,Chalmers University of Technology,1,0,0,1,0,2014-11-21T14:29:35Z,2025-10-02T15:46:12Z,1,,,,,11,
10.13140/2.1.1841.4405,rg.rg,2014,Text,Sustainable Business Development: Frameworks for Idea Evaluation and Cases of Realized Ideas Realized Ideas,Chalmers University Press,1,0,0,1,0,2015-01-15T15:19:46Z,2025-10-06T15:01:24Z,1,,,,,14,
10.13140/2.1.2968.1443,rg.rg,2011,Other,"Biomass energy Europe: Executive Summary, Evaluation and Recommendations",Chalmers University of Technology,1,0,0,1,0,2015-02-04T12:35:38Z,2025-10-06T12:40:39Z,1,,,,,8,
10.13140/2.1.3847.5046,rg.rg,2015,Text,Simulation of production systems: A case study for stainless steel insulated coffee cup manufacturing,Chalmers University of Technolog,1,0,0,1,0,2015-03-04T22:57:02Z,2025-10-06T08:42:39Z,1,,,,,14,
10.5281/zenodo.16405,cern.zenodo,2015,Text,Modelling Sound Propagation In The Presence Of Atmospheric Turbulence For The Auralisation Of Aircraft Noise,Zenodo,0,1,0,1,0,2015-03-27T08:31:02Z,2020-07-27T03:38:56Z,1,,,,,15,
10.5281/zenodo.16671,cern.zenodo,2015,Software,"Code package for the paper ""A posteriori error analysis of round-off errors in the numerical solution of ordinary differential equations""",Zenodo,0,1,0,1,0,2015-04-08T02:26:45Z,2023-04-25T21:25:22Z,1,,,,,20,
10.1594/gfz.sddb.icdp.5054.2015,tib.gfz,2015,Dataset,COSC-1 operational report - Operational data sets,GFZ Data Services,0,1,1,0,0,2015-06-02T11:59:19Z,2020-07-27T07:12:21Z,1,1,OPEN,,,7,
10.5291/ill-data.7-03-137,inist.ill,2014,Dataset,Nature of hydride-ion mobility in peculiar perovskite oxyhydrides,Institut Laue-Langevin (ILL),0,1,0,1,0,2015-06-08T13:08:34Z,2023-04-25T13:38:36Z,1,1,OPEN,,,8,
10.5291/ill-data.5-21-1086,inist.ill,2015,Dataset,"Characterisation of the cation ordering, oxygen vacancy distribution and proton sites in hexagonal and cubic BaTi1-xScxO3-d",Institut Laue-Langevin (ILL),0,1,0,1,0,2015-06-08T13:11:42Z,2020-12-22T17:17:34Z,1,1,OPEN,,,16,
10.5291/ill-data.7-03-138,inist.ill,2015,Dataset,Fundamentals of proton self diffusion in proton conducting perovskite type oxides,Institut Laue-Langevin (ILL),0,1,0,1,0,2015-06-08T13:12:27Z,2021-09-23T09:58:09Z,1,1,OPEN,,,11,
10.5291/ill-data.9-12-392,inist.ill,2015,Dataset,Dehydration mechanism and distribution of protons in epitaxial proton conducting oxide thin films,Institut Laue-Langevin (ILL),0,1,0,1,0,2015-06-08T13:13:03Z,2024-06-20T06:48:57Z,1,1,OPEN,,,13,
10.13140/rg.2.1.4272.1443,rg.rg,2015,Other,Methanol via biomass gasification. Thermodynamic performances and process integration aspects in Swedish chemical cluster and pulp and paper sites,"Chalmers University of Technology, Div. of Industrial Energy Systems and Technologies",1,0,0,1,0,2015-06-17T09:00:43Z,2025-10-07T18:25:50Z,1,,,,,19,
10.13140/rg.2.1.2500.2080,rg.rg,2012,Other,Energivisualisering via display. Förändras beteendet när hyresgästerna har möjlighet att följa sin elförbrukning?,Chalmers Univeristy of Technology,1,0,0,1,0,2015-06-29T11:41:00Z,2025-10-07T20:11:05Z,1,,,,,13,
10.5061/dryad.b4d70,dryad.dryad,2015,Dataset,Data from: Serotonin depletion-induced maladaptive aggression requires the presence of androgens,Dryad,0,1,0,1,0,2015-08-06T18:58:45Z,2025-07-22T01:26:32Z,1,1,OPEN,0,3,11,
10.13140/rg.2.1.1161.7128,rg.rg,2013,Other,Göteborg goes green: Implementering av det kommunala programmet ”Miljöanpassat byggande” – En intervjustudie,Chalmers Univeristy of Technology,1,0,0,1,0,2015-08-13T10:16:47Z,2025-10-08T09:52:19Z,1,,,,,13,
10.13140/rg.2.1.4169.9044,rg.rg,1999,Other,Intermodal transport in Europe,"Henstra, D., Woxenius, J. (1999) Intermodal transport in Europe, Report within the EU-project TRILOG Europe, TNO Inro, Delft and Department of Transportation and Logistics, Chalmers University of Technology",1,0,0,1,0,2015-08-26T18:56:40Z,2025-10-08T10:13:10Z,1,,,,,4,
10.13140/rg.2.1.2334.8962,rg.rg,2003,Other,Terminals as part of the Swedish transport system – an overview,"Commissioned by the Ministry of Enterprise, Energy and Communications, Published by Department of Logistics and Transportation, Chalmers University of Technology",1,0,0,1,0,2015-08-26T19:06:40Z,2025-10-08T10:13:12Z,1,,,,,11,
10.13140/rg.2.1.4432.0482,rg.rg,2003,Other,Utvecklingstrender för lastbärartransport med sjöfart och järnväg (Development trends regarding unit load transport by sea and rail),"Commissioned by Port of Gothenburg, Published by Department of Logistics and Transportation, Chalmers University of Technology",1,0,0,1,0,2015-08-26T19:09:23Z,2025-10-08T10:13:12Z,1,,,,,17,
10.13140/rg.2.1.2859.1840,rg.rg,2002,Other,Idépromemoria för hållbar tillväxt i innovationssystemet för godstransport och logistik (Idea-memorandum for sustainable growth in the innovation system for transport and logistics),"Commissioned by VINNOVA, Published by Department of Logistics and Transportation, Chalmers University of Technology",1,0,0,1,0,2015-08-26T19:14:35Z,2025-10-08T10:13:12Z,1,,,,,22,
10.13140/rg.2.1.1155.2481,rg.rg,1998,Other,"Intermodal transshipment technologies – an overview, Detached appendix to the dissertation Development of small-scale intermodal freight transportation in a systems context","Department of Transportation and Logistics, Chalmers University of Technology",1,0,0,1,0,2015-08-26T19:16:48Z,2025-10-08T10:13:12Z,1,,,,,21,
10.13140/rg.2.1.4603.1841,rg.rg,2015,Other,Perspektiv på bostadsförnyelse: Slutrapport från en förstudie av Högsbohöjd,Chalmers Architecture,1,0,0,1,0,2015-09-17T12:03:05Z,2025-10-08T10:47:14Z,1,,,,,9,
10.13140/rg.2.1.5134.6404,rg.rg,2013,Other,Environment and Climate Change Policy Brief – Mozambique,"Center for Environment and Sustainability, University of Gothenburg/Chalmers",1,0,0,1,0,2015-09-18T09:02:37Z,2025-10-08T10:48:38Z,1,,,,,8,
10.13140/rg.2.1.2069.5528,rg.rg,2015,Other,"Systems perspectives on alternative future transportation fuels - A literature review of systems studies and scenarios, challenges and possibilities for bioenergy, production of biofuels and use of alternative transportation fuels",Chalmers University of Technology,1,0,0,1,0,2015-09-21T12:36:23Z,2025-10-08T10:53:38Z,1,,,,,30,
10.13140/rg.2.1.2154.0320,rg.rg,2011,Other,Statistical Analysis of Gene expression using NimbleGen Microarrays data,Gothenburg University and Chalmers University of Technology,1,0,0,1,0,2015-09-29T01:50:33Z,2025-10-08T11:05:52Z,1,,,,,9,
10.5291/ill-data.dir-137,inist.ill,2015,Dataset,Structure of Polymer-Supported Lipid Bilayers Derived from Native Cell-Membrane Vesicles,Institut Laue-Langevin (ILL),0,1,0,1,0,2015-09-29T07:15:09Z,2024-02-19T15:34:02Z,1,1,OPEN,,,10,
10.13140/rg.2.1.3766.8566,rg.rg,1999,Other,"Pull-out, flexural rotation capacity and creep tests using hybrid composite rods and CFCC rods for reinforcement in concrete.","Chalmers University of Technology, Division of Building Technology, Work No 32. Publication 99:4. Göteborg, 1999",1,0,0,1,0,2015-10-05T19:51:16Z,2025-10-08T11:15:57Z,1,,,,,18,
10.14279/tuj.eceasst.70.974,tib.tub,2014,JournalArticle,Symbol Elimination for Automated Generation of Program Properties,Electronic Communications of the EASST,0,1,0,1,0,2015-11-04T08:15:53Z,2024-04-05T14:34:06Z,1,,,,,8,
10.14279/tuj.eceasst.70.974.952,tib.tub,2014,JournalArticle,Symbol Elimination for Automated Generation of Program Properties,Electronic Communications of the EASST,0,1,0,1,0,2015-11-04T08:37:28Z,2024-04-05T14:48:16Z,1,,,,,8,
10.5281/zenodo.33558,cern.zenodo,2015,Text,Proceedings Of Math On The Rocks Shape Analysis Workshop In Grundsund,Zenodo,0,1,0,1,0,2015-11-10T10:41:35Z,2020-07-27T14:19:28Z,1,,,,,11,
10.2312/egs.20011005,tib.eugraph,2001,article,Collision Detection for Continuously Deforming Bodies,Eurographics Association,0,1,0,1,0,2015-11-12T10:32:21Z,2020-08-19T21:28:09Z,1,,,,,6,
10.2312/egs.20011018,tib.eugraph,2001,article,Towards Rapid Reconstruction for Animated Ray Tracing,Eurographics Association,0,1,0,1,0,2015-11-12T10:32:33Z,2020-08-19T21:28:11Z,1,,,,,7,
10.13140/rg.2.1.1954.4400,rg.rg,2015,Text,ACD3 - Utvecklingsprocessen ur ett människa-maskinperspektiv,Chalmers tekniska högskola,1,0,0,1,0,2015-11-24T12:47:25Z,2025-10-08T12:32:19Z,1,,,,,6,
10.13140/rg.2.1.1612.4247,rg.rg,2015,Other,Fallolyckor Bland Gångtrafikanter,Chalmers Industriteknik,1,0,0,1,0,2015-11-25T18:23:52Z,2025-10-08T12:34:55Z,1,,,,,3,
10.5281/zenodo.34893,cern.zenodo,2016,Text,Ecoscale: Reconfigurable Computing And Runtime System  For Future Exascale Systems,Zenodo,0,1,0,1,0,2015-12-06T09:35:07Z,2020-07-27T14:39:34Z,1,,,,,10,
10.5281/zenodo.35334,cern.zenodo,2014,Text,Simulations For The Measurement Of The Groundstate Hyperfinestructure Of Antihydogen,Zenodo,0,1,0,1,0,2015-12-14T10:16:45Z,2020-07-27T14:42:29Z,1,,,,,10,
10.5291/ill-data.7-03-129,inist.ill,2015,Dataset,Proton trapping in proton conducting perovskites,Institut Laue-Langevin (ILL),0,1,0,1,0,2015-12-18T08:56:18Z,2022-08-05T12:27:19Z,1,1,OPEN,,,6,
10.5291/ill-data.7-03-148,inist.ill,2015,Dataset,Nature of hydride-ion mobility in peculiar perovskite oxyhydrides,Institut Laue-Langevin (ILL),0,1,0,1,0,2015-12-18T08:56:23Z,2023-04-25T13:38:34Z,1,1,OPEN,,,8,
10.5291/ill-data.ltp-6-7,inist.ill,2015,Dataset,High Pressure Cell for Simultaneous Dielectric and QENS/INS going up to 500 MPa,Institut Laue-Langevin (ILL),0,1,0,1,0,2015-12-18T08:58:41Z,2025-07-09T07:39:20Z,1,1,OPEN,,,13,
10.14279/tuj.eceasst.72.1009,tib.tub,2015,JournalArticle,Conditional Lemma Discovery and Recursion Induction in Hipster,Electronic Communications of the EASST,0,1,0,1,0,2016-01-06T09:33:32Z,2024-04-05T14:33:38Z,1,,,,,8,
10.14279/tuj.eceasst.72.1009.1000,tib.tub,2015,JournalArticle,Conditional Lemma Discovery and Recursion Induction in Hipster,Electronic Communications of the EASST,0,1,0,1,0,2016-01-06T09:33:49Z,2024-04-05T14:47:42Z,1,,,,,8,
10.13140/rg.2.1.1900.0403,rg.rg,1993,Other,Characterization of Light Scattering for Composite SiO2-TiO2 Spherical Particles: Numerical Calculations.,"Department of Physics, Chalmers University of Technology, Goteborg, Sweden.",1,0,0,1,0,2016-01-11T22:35:58Z,2025-10-09T09:00:35Z,1,,,,,11,
10.15787/vtt1k013,vt.vttidata,2014,Dataset,"Analysis of SHP2 Naturalistic Driving Study Data: Safer Glances, Driver Inattention, and Crash Risk",Virginia Tech Transportation Institute,0,1,0,1,0,2016-02-05T18:14:14Z,2020-08-19T22:10:52Z,1,1,,,,14,
10.13140/rg.2.1.1874.3446,rg.rg,2012,Other,Maintenance Management of Wind Power Systems by means of Reliability-Centred Maintenance and Condition Monitoring Systems,Chalmers University of Technology,1,0,0,1,0,2016-04-01T22:22:01Z,2025-10-09T11:09:57Z,1,,,,,15,
10.13140/rg.2.1.1016.2322,rg.rg,2015,Other,Methodology for noise source modelling and its application to Baltic Sea shipping - Deliverable D4.1 of the BONUS SHEBA project,Chalmers University of Technology,1,0,0,1,0,2016-04-04T10:54:16Z,2025-10-09T11:12:59Z,1,,,,,20,
10.17181/cern.gv40.xnpo,cern.cds,2014,article,Experimental investigation of decay properties of neutron deficient $^{116-118}$Ba isotopes and test of $^{112-115}$Ba beam counts,CERN Document Server,0,1,0,1,0,2016-04-13T09:54:10Z,2020-09-18T10:08:13Z,1,,,,,16,
10.17181/cern.aao5.1coq,cern.cds,2012,article,"Experimental investigation of decay properties of neutron deficient $^{116-118}$Ba isotopes and test of $^{114,115}$Ba beam counts",CERN Document Server,0,1,0,1,0,2016-04-13T09:56:26Z,2020-09-18T10:08:13Z,1,,,,,16,
10.14279/tuj.eceasst.73.1031,tib.tub,2016,JournalArticle,20 Years of Triple Graph Grammars: A Roadmap for Future Research,Electronic Communications of the EASST,0,1,0,1,0,2016-04-18T13:27:42Z,2024-04-05T14:33:25Z,1,,,,,11,
10.14279/tuj.eceasst.73.1031.1018,tib.tub,2016,JournalArticle,20 Years of Triple Graph Grammars: A Roadmap for Future Research,Electronic Communications of the EASST,0,1,0,1,0,2016-04-18T13:27:50Z,2024-04-05T14:47:28Z,1,,,,,11,
10.4230/lites-v003-i001-a002,lzi.drops,2016,JournalArticle,Real-Time Scheduling on Uni- and Multiprocessors based on Priority Promotions,Schloss Dagstuhl – Leibniz-Zentrum für Informatik,0,1,0,1,0,2016-06-10T11:20:42Z,2024-01-15T07:05:43Z,1,,,,,10,
10.2312/hpg.20162014,tib.eugraph,2016,article,HPG 2016: Frontmatter,Eurographics Association,0,1,0,1,0,2016-06-17T15:22:58Z,2020-09-18T11:22:43Z,1,,,,,3,
10.13140/rg.2.1.2587.2887,rg.rg,2016,Other,Exploring OpenCL Memory Throughput on the Zynq,Chalmers University of Technology,1,0,0,1,0,2016-06-30T08:29:46Z,2025-10-09T13:28:04Z,1,,,,,7,
10.5281/zenodo.57205,cern.zenodo,2016,Software,Sound Field Synthesis Toolbox 2.2.0,Zenodo,0,0,1,1,0,2016-07-07T13:48:21Z,2023-04-25T19:59:14Z,1,,,,,5,
10.5281/zenodo.58016,cern.zenodo,2014,Text,"Signal Processing Techniques For Anywhere, Anytime Positioning",Zenodo,0,1,0,1,0,2016-07-15T15:54:15Z,2020-07-27T19:07:06Z,1,,,,,7,
10.5281/zenodo.58196,cern.zenodo,2016,Text,Probing The Abundance Of Sio And Hcn Throughout The Stellar Wind Of R Dor,Zenodo,0,1,0,1,0,2016-07-19T11:23:16Z,2020-07-27T19:07:41Z,1,,,,,14,
10.5281/zenodo.58208,cern.zenodo,2016,Text,Determining The Stellar Initial Mass By Means Of The 17O/18O Ratio On The Agb,Zenodo,0,1,0,1,0,2016-07-19T13:00:43Z,2020-07-27T19:07:50Z,1,,,,,14,
10.5281/zenodo.58514,cern.zenodo,2015,Dataset,"Supplementary Information S1 - Detailed Results Of The Capri N-Lca And S2 -  Quantification Of The Main N Budget Flows In The Eu25 Agriculture Sector Of Leip, A., Billen, G., Garnier, J., Grizzetti, B., Lassaletta, L., Reis, S., Simpson, D., Sutton, M. A, De Vries, W., Weiss, F., Westhoek, H. (2015). Impacts Of European Livestock Production: Nitrogen, Sulphur, Phosphorus And Greenhouse Gas Emissions, Land-Use, Water Eutrophication And Biodiversity. Environ. Res. Lett. 10, 115004. Doi:10.1088/1748-9326/10/11/115004",Zenodo,0,1,0,1,0,2016-07-24T09:02:57Z,2020-07-27T19:10:42Z,1,1,OPEN,2,8,74,
10.5291/ill-data.1-04-108,inist.ill,2016,Dataset,Dynamics of super concentrated acetonitrile/LiTFSI electrolytes,Institut Laue-Langevin (ILL),0,1,0,1,0,2016-08-03T07:56:20Z,2021-03-09T10:04:02Z,1,1,OPEN,,,6,
10.5291/ill-data.7-03-152,inist.ill,2016,Dataset,Proton self-dynamics in the brownmillerite type oxide Ba2In2O5(H2O)x,Institut Laue-Langevin (ILL),0,1,0,1,0,2016-08-03T07:58:05Z,2023-04-25T13:38:35Z,1,1,OPEN,,,8,
10.5281/zenodo.60606,cern.zenodo,2016,Software,Sound Field Synthesis Toolbox 2.2.1,Zenodo,0,0,1,1,0,2016-08-22T12:00:13Z,2023-04-25T21:52:24Z,1,,,,,5,
10.5281/zenodo.60685,cern.zenodo,2016,Text,"Submillimetre Observations Of Wise-Selected High-Redshift, Luminous Agn And Their Surrounding Overdense Environments",Zenodo,0,1,0,1,0,2016-08-23T09:19:32Z,2020-09-18T13:12:31Z,1,,,,,12,
10.13140/rg.2.2.14838.19525,rg.rg,2016,Other,Att bygg och bo: Intervjuer med 11 hushåll om kvaliteter och bostadsanpassning av bostadsrättslägenheter,Chalmers University of Technology & Tengbom Arkitekter,1,0,0,1,0,2016-09-07T13:42:27Z,2025-10-09T14:53:37Z,1,,,,,14,
10.5281/zenodo.154036,cern.zenodo,2016,Software,KristofferC/NearestNeighbors.jl doi,Zenodo,0,1,0,1,0,2016-09-14T14:43:22Z,2024-11-12T08:09:23Z,1,,,,,2,
10.5281/zenodo.160246,cern.zenodo,2016,Software,astropy/astroquery: ESASKY,Zenodo,0,1,0,1,0,2016-10-12T04:02:59Z,2024-03-09T06:43:38Z,1,,,,,2,
10.5291/ill-data.5-25-248,inist.ill,2016,Dataset,Disrupting negative thermal expansion in the DO9 structure type: the role of intercalated protonic species and framework vacancies,Institut Laue-Langevin (ILL),0,1,0,1,0,2016-10-17T15:49:48Z,2025-10-17T08:00:09Z,1,1,OPEN,,,18,
10.5291/ill-data.9-13-650,inist.ill,2016,Dataset,STRUCTURE OF POLYMER-SUPPORTED LIPID BILAYERS DERIVED FROM NATIVE CELL-MEMBRANE VESICLES,Institut Laue-Langevin (ILL),0,1,0,1,0,2016-10-17T15:51:35Z,2024-02-19T15:33:09Z,1,1,OPEN,,,10,
10.5291/ill-data.9-13-648,inist.ill,2016,Dataset,Structure of interacting soft interfaces,Institut Laue-Langevin (ILL),0,1,0,1,0,2016-10-17T15:51:41Z,2024-02-19T15:33:11Z,1,1,OPEN,,,5,
10.15787/vtt1/ss1ubm,vt.vttidata,2016,Dataset,"Analysis of SHP2 Naturalistic Driving Study Data: Safer Glances, Driver Inattention, and Crash Risk",VTTI,0,1,0,1,0,2016-10-27T20:36:55Z,2020-06-29T14:07:14Z,1,1,,,,14,
10.5281/zenodo.167867,cern.zenodo,2016,Software,astropy/astroquery: v0.3.4 release,Zenodo,0,1,0,1,0,2016-11-21T17:39:57Z,2024-03-09T06:43:38Z,1,,,,,3,
10.5281/zenodo.192653,cern.zenodo,2016,Software,KristofferC/NearestNeighbors.jl v0.1.1,Zenodo,0,1,0,1,0,2016-12-05T12:24:28Z,2024-11-12T08:09:23Z,1,,,,,2,
10.5281/zenodo.168573,cern.zenodo,2016,Text,Survey Of Information Needs Amongst Chalmers Phd Students (Ecil 2016),Zenodo,0,1,0,1,0,2016-12-05T14:34:01Z,2020-09-18T16:20:55Z,1,,,,,10,
10.5281/zenodo.268399,cern.zenodo,2017,Software,opencobra/cobratoolbox: The COBRA Toolbox 2.0,Zenodo,0,1,0,1,0,2017-02-03T14:06:57Z,2023-04-25T23:16:39Z,1,,,,,5,
10.5061/dryad.4mp6h,dryad.dryad,2017,Dataset,Data from: Gut microbiota regulate motor deficits and neuroinflammation in a model of Parkinson’s disease,Dryad,0,1,0,1,0,2017-02-17T14:16:25Z,2025-07-21T18:32:47Z,1,1,OPEN,1,9,15,
10.13140/rg.2.2.12783.84643,rg.rg,1997,Text,Interpolation of subspaces,"Dept of Mathematics, Chalmers",1,0,0,1,0,2017-02-20T10:41:20Z,2025-10-16T11:36:18Z,1,,,,,3,
10.5281/zenodo.322274,cern.zenodo,2017,Software,KristofferC/NearestNeighbors.jl v0.2.0,Zenodo,0,1,0,1,0,2017-02-24T08:54:32Z,2024-11-12T08:09:24Z,1,,,,,2,
10.5281/zenodo.322361,cern.zenodo,2017,Software,KristofferC/NearestNeighbors.jl v0.2.0,Zenodo,0,1,0,1,0,2017-02-24T12:00:41Z,2024-11-12T08:09:22Z,1,,,,,2,
10.5281/zenodo.322387,cern.zenodo,2017,Software,KristofferC/NearestNeighbors.jl v0.2.0,Zenodo,0,1,0,1,0,2017-02-24T15:22:14Z,2024-11-12T08:09:24Z,1,,,,,2,
10.5291/ill-data.7-01-433,inist.ill,2017,Dataset,Low-frequency oxygen fluctuations in the functional perovskite BaZrO3,Institut Laue-Langevin (ILL),0,1,0,1,0,2017-03-14T16:20:12Z,2023-04-25T13:38:14Z,1,1,OPEN,,,8,
10.5291/ill-data.9-13-684,inist.ill,2017,Dataset,Tuning The Composition Of Polymer-Supported Lipid Bilayers Derived From Native Cell-Membrane Vesicles,Institut Laue-Langevin (ILL),0,1,0,1,0,2017-03-14T16:20:17Z,2024-02-19T15:33:05Z,1,1,OPEN,,,12,
10.5281/zenodo.400252,cern.zenodo,2017,Software,nicolabotta/SeqDecProbs: First release,Zenodo,0,1,0,1,0,2017-03-16T14:12:33Z,2023-04-25T19:30:17Z,1,,,,,3,
10.17196/os_cfd,snd.chalmers,2017,InteractiveResource,CFD with OpenSource Software,Chalmers University of Technology,1,1,0,1,0,2017-03-22T15:47:06Z,2020-09-18T19:23:12Z,1,,,,,4,
10.13140/rg.2.2.27367.65442,rg.rg,1985,Text,Dielectric response of Co-Al2O3 composites: Interpretation in terms of fractal structure,Chalmers University of Technology,1,0,0,1,0,2017-04-12T14:08:50Z,2025-10-16T12:55:04Z,1,,,,,11,
10.5281/zenodo.556362,cern.zenodo,2014,Text,Magnetic Fields And The Formation Of Aspherical Planetary Nebulae,Zenodo,0,0,1,1,0,2017-04-20T15:29:14Z,2020-09-18T19:56:58Z,1,,,,,9,
10.5281/zenodo.569789,cern.zenodo,2017,Text,"Overdense Environments Of Wise-Selected, Dusty, High- Redshi:, Luminous Galaxies",Zenodo,0,1,0,1,0,2017-04-28T08:31:41Z,2020-09-18T20:00:19Z,1,,,,,9,
10.24350/cirm.v.18964603,inist.cirm,2016,Audiovisual,A Polyakov formula for sectors,CIRM,0,1,0,1,0,2017-04-28T16:31:12Z,2024-12-13T10:13:57Z,1,,,,,5,
10.5281/zenodo.571439,cern.zenodo,2017,Text,The Sfr Of Luminous Qsos,Zenodo,0,1,0,1,0,2017-05-04T13:11:48Z,2020-09-18T20:07:22Z,1,,,,,5,
10.13140/rg.2.2.17987.81447,rg.rg,2017,Text,Final Publishable JRP Summary for IND51 MORSE Metrology for optical and RF communication systems,"NPL, CMI, LNE, METAS, PTB,  T.U. Delft, University Rennes 1, Chalmers, Dassault, Keysight",1,0,0,1,0,2017-05-11T12:40:25Z,2025-10-16T15:25:42Z,1,,,,,14,
10.5281/zenodo.580521,cern.zenodo,2017,Software,KristofferC/NearestNeighbors.jl v0.3.0,Zenodo,0,1,0,1,0,2017-05-17T08:34:08Z,2024-11-12T08:09:23Z,1,,,,,2,
10.5281/zenodo.580549,cern.zenodo,2017,Software,KristofferC/NearestNeighbors.jl v0.3.0,Zenodo,0,1,0,1,0,2017-05-17T08:52:14Z,2024-11-12T08:09:22Z,1,,,,,2,
10.5281/zenodo.594359,cern.zenodo,2025,Software,firedrakeproject/fiat: 2025.10.0,Zenodo,0,1,0,0,1,2017-05-30T02:45:10Z,2025-10-02T15:21:47Z,1,,,,,2,
10.5281/zenodo.597607,cern.zenodo,2025,Software,firedrakeproject/ufl: UFL: the Unified Form Language,Zenodo,0,1,0,0,1,2017-05-30T02:53:55Z,2025-08-26T20:10:37Z,1,,,,,6,
10.5281/zenodo.802357,cern.zenodo,2017,Software,KristofferC/Tensors.jl v0.7.1,Zenodo,0,1,0,1,0,2017-06-03T14:48:35Z,2025-03-27T09:24:24Z,1,,,,,2,
10.5061/dryad.02c47,dryad.dryad,2017,Dataset,Data from: Neutral processes forming large clones during colonization of new areas,Dryad,0,1,0,1,0,2017-06-14T17:10:12Z,2025-07-21T13:15:17Z,1,1,OPEN,0,2,12,
10.5281/zenodo.808647,cern.zenodo,2017,Text,Deuteration In Lupus I,Zenodo,0,1,0,1,0,2017-06-16T13:08:57Z,2020-09-18T21:00:15Z,1,,,,,4,
