doi,clientId,publicationYear,resourceType,title,publisher,isPublisher,haveCreatorAffiliation,haveContributorAffiliation,isLatestVersion,isConceptDoi,createdAt,updatedAt,inDataCite,inOpenAire,openAireBestAccessRight,openAireIndicatorsDownloads,openAireIndicatorsViews,clientName,clientType
10.5281/zenodo.33831,cern.zenodo,2015,Dataset,Paternal Age And Offspring Fitness: Online Supplementary Website,Zenodo,0,1,0,1,0,2015-11-23T10:46:12Z,2023-04-25T18:18:20Z,1,1,,0,2,Zenodo,repository
10.5281/zenodo.35022,cern.zenodo,2015,Software,Paternal age and offspring fitness: online supplementary website,Zenodo,0,1,0,1,0,2015-12-14T11:54:27Z,2023-04-25T18:18:38Z,1,,,,,Zenodo,repository
10.5281/zenodo.35591,cern.zenodo,2015,Dataset,Data Set For Isop Paper,Zenodo,0,1,0,1,0,2015-12-21T15:52:04Z,2020-07-27T14:44:25Z,1,1,,1,10,Zenodo,repository
10.5281/zenodo.35770,cern.zenodo,2015,Software,Endotoxin_RestingState_2015: Release for publication,Zenodo,0,1,0,1,0,2015-12-28T13:14:14Z,2023-04-25T21:39:36Z,1,,,,,Zenodo,repository
10.5281/zenodo.44726,cern.zenodo,2016,Software,ReanalysisPassos2015: Reanalysis Passos 2015,Zenodo,0,1,0,1,0,2016-01-14T10:07:49Z,2023-04-25T20:16:49Z,1,,,,,Zenodo,repository
10.5061/dryad.5sh35,dryad.dryad,2016,Dataset,Data from: A rare study from the wintering grounds provides insight into the costs of malaria infection for migratory birds,Dryad,0,1,0,1,0,2016-01-15T22:37:34Z,2025-07-22T02:36:23Z,1,1,OPEN,0,2,DRYAD,repository
10.5061/dryad.f76nv,dryad.dryad,2017,Dataset,Data from: Continuum of vasodilator stress from rest to contrast medium to adenosine hyperemia for fractional flow reserve assessment,Dryad,0,1,0,1,0,2016-02-02T14:51:38Z,2025-07-21T12:18:53Z,1,1,OPEN,1,6,DRYAD,repository
10.5281/zenodo.45930,cern.zenodo,2016,Text,Biomedbridges: Demonstration Of Interoperability Between Different Types Of Pm Data,Zenodo,0,1,0,1,0,2016-02-11T15:51:11Z,2020-07-27T16:20:00Z,1,,,,,Zenodo,repository
10.5281/zenodo.45936,cern.zenodo,2016,Text,"Biomedbridges: A Prototype Federated Query Interface For Information On Biosamples, And Linking Of Biosamples And Disease Terminology To Genome",Zenodo,0,1,0,1,0,2016-02-11T16:37:59Z,2020-09-20T20:26:06Z,1,,,,,Zenodo,repository
10.5061/dryad.9jh6m,dryad.dryad,2017,Dataset,Data from: An analysis toolbox to explore mesenchymal migration heterogeneity reveals adaptive switching between distinct modes,Dryad,0,1,0,1,0,2016-02-11T17:12:49Z,2025-07-21T11:46:34Z,1,1,OPEN,0,4,DRYAD,repository
10.5281/zenodo.45966,cern.zenodo,2016,Software,Paternal age and offspring fitness: online supplementary website,Zenodo,0,1,0,1,0,2016-02-12T09:40:45Z,2023-04-25T18:18:21Z,1,,,,,Zenodo,repository
10.13140/rg.2.1.4369.6405,rg.rg,2012,article,Processutvärdering av omställningsarbetet vid Länssjukhuset Sundsvall- Härnösand (In Swedish),"Karolinska Institutet. Institutionen för lärande, informatik, management och etik (LIME). Medical Management Centre",1,0,0,1,0,2016-02-18T11:05:03Z,2020-08-19T22:14:39Z,1,,,,,ResearchGate,repository
10.5061/dryad.d69r2,dryad.dryad,2017,Dataset,"Data from: Combined structural, biochemical and cellular evidence demonstrates that both FGDF motifs in alphavirus nsP3 are required for efficient replication",Dryad,0,1,0,1,0,2016-06-10T23:18:52Z,2025-07-21T16:33:33Z,1,1,OPEN,0,2,DRYAD,repository
10.5061/dryad.qh8c9,dryad.dryad,2016,Dataset,Data from: Reliability and construct validity of the Psychopathic Personality Inventory-Revised in a Swedish non-criminal sample: a multimethod approach including psychophysiological correlates of empathy for pain,Dryad,0,1,0,1,0,2016-07-14T14:09:41Z,2025-07-21T22:17:06Z,1,1,OPEN,10,9,DRYAD,repository
10.5061/dryad.3477v,dryad.dryad,2016,Dataset,Data from: Parallel telomere shortening in multiple body tissues owing to malaria infection,Dryad,0,1,0,1,0,2016-07-21T14:17:22Z,2025-07-21T23:40:21Z,1,1,OPEN,1,4,DRYAD,repository
10.5281/zenodo.60385,cern.zenodo,2016,Software,Data-and-analysis-code-Oxazepam-and-emotion: Release for publication,Zenodo,0,1,0,1,0,2016-08-17T14:00:14Z,2023-04-25T23:00:25Z,1,,,,,Zenodo,repository
10.5281/zenodo.60450,cern.zenodo,2016,Software,SleepyBrain-Analyses: Release for publication,Zenodo,0,1,0,1,0,2016-08-18T12:29:29Z,2023-04-25T18:06:20Z,1,,,,,Zenodo,repository
10.5281/zenodo.163325,cern.zenodo,2016,Software,GNilsonne/IL6_diurnal: IL6_diurnal: Release for publication,Zenodo,0,1,0,1,0,2016-10-26T09:07:01Z,2023-04-25T22:07:42Z,1,,,,,Zenodo,repository
10.5061/dryad.g8h71,dryad.dryad,2016,Dataset,Data from: Immunohistochemical typing of adenocarcinomas of the pancreatobiliary system improves diagnosis and prognostic stratification,Dryad,0,1,0,1,0,2016-11-16T11:50:43Z,2025-07-21T11:22:07Z,1,1,OPEN,1,15,DRYAD,repository
10.5061/dryad.7v387,dryad.dryad,2017,Dataset,Data from: Oral microflora in preschool children attending a fluoride varnish program: a cross-sectional study,Dryad,0,1,0,1,0,2016-11-29T00:11:04Z,2025-07-21T17:08:18Z,1,1,OPEN,5,6,DRYAD,repository
10.5281/zenodo.182505,cern.zenodo,2016,Software,GNilsonne/IL6_Parkinson v1.0,Zenodo,0,1,0,1,0,2016-11-29T09:56:32Z,2023-04-25T21:27:41Z,1,,,,,Zenodo,repository
10.6084/m9.figshare.c.3638780,figshare.ars,2021,Collection,"Bioelectrical impedance vector analysis in critically ill patients: a prospective, clinician-blinded investigation",figshare,0,1,0,1,0,2016-12-15T19:30:57Z,2024-03-21T11:07:54Z,1,1,OPEN,,,figshare Academic Research System,repository
10.5281/zenodo.215980,cern.zenodo,2016,Software,ewels/MultiQC: MultiQC Version 0.9,Zenodo,0,1,0,1,0,2016-12-21T16:15:09Z,2024-09-17T08:29:18Z,1,,,,,Zenodo,repository
10.5061/dryad.bv376,dryad.dryad,2018,Dataset,Data from: Correcting for cell-type effects in DNA methylation studies: reference-based method outperforms latent variable approaches in empirical studies,Dryad,0,1,0,1,0,2017-01-04T15:15:10Z,2025-07-21T12:58:48Z,1,1,OPEN,0,2,DRYAD,repository
10.5281/zenodo.235595,cern.zenodo,2017,Software,GNilsonne/SleepyBrain-StimulusPresentation v1.0,Zenodo,0,1,0,1,0,2017-01-09T12:40:41Z,2023-04-25T22:37:56Z,1,,,,,Zenodo,repository
10.5061/dryad.4p8k8,dryad.dryad,2017,Dataset,Data from: Core executive functions are associated with success in young elite soccer players,Dryad,0,1,0,1,0,2017-01-20T05:13:49Z,2025-07-22T02:37:03Z,1,1,OPEN,1,4,DRYAD,repository
10.5061/dryad.rc073,dryad.dryad,2017,Dataset,Data from: Long-term test–retest reliability of striatal and extrastriatal dopamine D2/3 receptor binding: study with [11C]raclopride and high-resolution PET,Dryad,0,1,0,1,0,2017-01-21T00:28:36Z,2025-07-22T02:58:45Z,1,1,OPEN,0,2,DRYAD,repository
10.3886/e100415v1,gesis.icpsr,2017,Dataset,High-intensity therapist-guided internet-based cognitive behavior therapy for alcohol use disorders – a pilot study.,ICPSR - Interuniversity Consortium for Political and Social Research,0,1,0,1,0,2017-01-31T10:40:44Z,2020-09-18T18:44:09Z,1,1,,,,ICPSR,repository
10.5281/zenodo.265485,cern.zenodo,2017,Text,Paternal Age And Offspring Fitness: Online Supplementary Website,Zenodo,0,1,0,1,0,2017-01-31T14:27:42Z,2023-04-25T18:18:20Z,1,,,,,Zenodo,repository
10.5061/dryad.8qp4n,dryad.dryad,2018,Dataset,Data from: Rapid evolution of distinct Helicobacter pylori subpopulations in the Americas,Dryad,0,1,0,1,0,2017-01-31T16:16:50Z,2025-07-21T11:45:52Z,1,1,OPEN,0,9,DRYAD,repository
10.5281/zenodo.267194,cern.zenodo,2017,Text,eNanoMapper applications to support the risk assessment of nanomaterials,Zenodo,0,1,0,1,0,2017-02-01T22:09:10Z,2020-06-29T14:41:32Z,1,,,,,Zenodo,repository
10.5281/zenodo.345141,cern.zenodo,2017,Software,GNilsonne/Hoogman2017_reanalysis v1.0,Zenodo,0,1,0,1,0,2017-03-02T17:59:09Z,2023-04-25T21:59:48Z,1,,,,,Zenodo,repository
10.5281/zenodo.345158,cern.zenodo,2017,Software,GNilsonne/Hoogman2017_reanalysis v2.0,Zenodo,0,1,0,1,0,2017-03-02T19:02:23Z,2023-04-25T21:59:48Z,1,,,,,Zenodo,repository
10.5281/zenodo.345161,cern.zenodo,2017,Software,GNilsonne/Hoogman2017_reanalysis v3.0,Zenodo,0,1,0,1,0,2017-03-02T19:24:54Z,2023-04-25T21:59:48Z,1,,,,,Zenodo,repository
10.3886/e4356v1,gesis.icpsr,2017,Dataset,High-intensity therapist-guided internet-based cognitive behavior therapy for alcohol use disorders – a pilot study.,ICPSR - Interuniversity Consortium for Political and Social Research,0,1,0,1,0,2017-03-03T03:35:25Z,2020-09-18T19:13:37Z,1,1,,,,ICPSR,repository
10.5061/dryad.bp20k,dryad.dryad,2018,Dataset,Data from: Mutations in COL1A1 and COL1A2 and dental aberrations in children and adolescents with osteogenesis imperfecta - a retrospective cohort study,Dryad,0,1,0,1,0,2017-04-15T14:51:01Z,2025-07-21T22:13:05Z,1,1,OPEN,4,3,DRYAD,repository
10.5061/dryad.h7kn8,dryad.dryad,2018,Dataset,Data from: Delusion-proneness displays comorbidity with traits of autistic-spectrum disorders and ADHD,Dryad,0,1,0,1,0,2017-05-09T07:17:06Z,2025-07-21T14:40:38Z,1,1,OPEN,4,10,DRYAD,repository
10.5281/zenodo.574209,cern.zenodo,2017,Software,Xanindorf/intent-open-practices v1.0,Zenodo,0,1,0,1,0,2017-05-11T07:18:45Z,2023-04-25T19:15:23Z,1,,,,,Zenodo,repository
10.5281/zenodo.580770,cern.zenodo,2017,Software,ewels/MultiQC: MultiQC Version 1.0,Zenodo,0,1,0,1,0,2017-05-17T16:04:35Z,2024-09-17T08:29:14Z,1,,,,,Zenodo,repository
10.5281/zenodo.581250,cern.zenodo,2017,Software,GNilsonne/SleepyBrain-Analyses: Release for publication,Zenodo,0,1,0,1,0,2017-05-19T08:06:57Z,2023-04-25T18:16:03Z,1,,,,,Zenodo,repository
10.5281/zenodo.592403,cern.zenodo,2015,Software,Endotoxin_RestingState_2015: Release for publication,Zenodo,0,1,0,0,1,2017-05-30T02:38:59Z,2023-04-25T21:39:37Z,1,,,,,Zenodo,repository
10.5281/zenodo.593092,cern.zenodo,2020,Software,GNilsonne/SleepyBrain-Analyses: Release for new manuscript (Singer paper),Zenodo,0,1,0,0,1,2017-05-30T02:40:53Z,2023-04-25T18:16:04Z,1,,,,,Zenodo,repository
10.5281/zenodo.594221,cern.zenodo,2017,Software,Paternal age and offspring fitness: online supplementary website,Zenodo,0,1,0,0,1,2017-05-30T02:44:45Z,2023-04-25T18:18:38Z,1,,,,,Zenodo,repository
10.5281/zenodo.596492,cern.zenodo,2016,Software,Data-and-analysis-code-Oxazepam-and-emotion: Release for publication,Zenodo,0,1,0,0,1,2017-05-30T02:50:50Z,2023-04-25T23:00:26Z,1,,,,,Zenodo,repository
10.5281/zenodo.596524,cern.zenodo,2017,Software,GNilsonne/Hoogman2017_reanalysis v3.0,Zenodo,0,1,0,0,1,2017-05-30T02:50:54Z,2023-04-25T21:59:48Z,1,,,,,Zenodo,repository
10.5061/dryad.q1m7t,dryad.dryad,2018,Dataset,Data from: Ranking and characterization of established BMI and lipid associated loci as candidates for gene-environment interactions,Dryad,0,1,0,1,0,2017-06-07T13:59:35Z,2025-07-21T12:46:10Z,1,1,OPEN,0,2,DRYAD,repository
10.5061/dryad.s508j,dryad.dryad,2017,Dataset,Data from: Pale and dark morphs of tawny owls show different patterns of telomere dynamics in relation to disease status,Dryad,0,1,0,1,0,2017-06-22T14:06:54Z,2025-07-22T02:19:02Z,1,1,OPEN,1,7,DRYAD,repository
10.5281/zenodo.818417,cern.zenodo,2011,Text,Human Health Risk Assessment Of Combined Exposure To Chemicals,Zenodo,0,1,0,1,0,2017-06-28T14:08:07Z,2020-09-18T21:16:40Z,1,,,,,Zenodo,repository
10.5281/zenodo.818416,cern.zenodo,2011,Text,Human Health Risk Assessment Of Combined Exposure To Chemicals,Zenodo,0,1,0,0,1,2017-06-28T14:08:08Z,2020-09-18T21:16:41Z,1,,,,,Zenodo,repository
10.5281/zenodo.818393,cern.zenodo,2011,Text,Sources Of Exposure To Bisphenol A,Zenodo,0,1,0,1,0,2017-06-28T14:08:18Z,2020-09-18T21:16:41Z,1,,,,,Zenodo,repository
10.5281/zenodo.818392,cern.zenodo,2011,Text,Sources Of Exposure To Bisphenol A,Zenodo,0,1,0,0,1,2017-06-28T14:08:19Z,2020-09-18T21:16:41Z,1,,,,,Zenodo,repository
10.5281/zenodo.818182,cern.zenodo,2007,Text,"Risk Assessment Of Non-Developmental Health Effects Of Polychlorinated Dibenzo-P-Dioxins, Polychlorinated Dibenzofurans And Dioxins-Like Polychlorinated Biphenyls In Food",Zenodo,0,1,0,1,0,2017-06-28T14:24:09Z,2020-09-18T21:15:21Z,1,,,,,Zenodo,repository
10.5281/zenodo.818181,cern.zenodo,2007,Text,"Risk Assessment Of Non-Developmental Health Effects Of Polychlorinated Dibenzo-P-Dioxins, Polychlorinated Dibenzofurans And Dioxins-Like Polychlorinated Biphenyls In Food",Zenodo,0,1,0,0,1,2017-06-28T14:24:10Z,2020-09-18T21:15:21Z,1,,,,,Zenodo,repository
10.5281/zenodo.583096,cern.zenodo,2017,Dataset,Gold Atlas - Male Pelvis - Gentle Radiotherapy,Zenodo,0,1,0,1,0,2017-06-29T08:22:30Z,2020-09-18T21:16:42Z,1,1,RESTRICTED,1213,956,Zenodo,repository
10.5281/zenodo.601461,cern.zenodo,2017,Dataset,Gold Atlas - Male Pelvis - Gentle Radiotherapy,Zenodo,0,1,0,0,1,2017-06-29T08:22:31Z,2020-09-18T21:16:42Z,1,1,RESTRICTED,1213,956,Zenodo,repository
10.5061/dryad.02bf1,dryad.dryad,2018,Dataset,Data from: 2b-RAD genotyping for population genomic studies of Chagas disease vectors: Rhodnius ecuadoriensis in Ecuador,Dryad,0,1,0,1,0,2017-06-29T14:58:43Z,2025-07-21T11:40:16Z,1,1,OPEN,1,4,DRYAD,repository
10.13140/rg.2.2.34094.41281,rg.rg,2017,Text,Hälsofrämjande insatser riktade till arbetsplatsens fysiska miljö och organisationsstruktur: effekt på arbetsrelaterade utfall.,"Karolinska Institutet, IMM, IIR",1,0,0,1,0,2017-07-16T17:09:00Z,2020-09-18T21:44:57Z,1,,,,,ResearchGate,repository
10.5281/zenodo.830282,cern.zenodo,2017,Software,mathesong/kinfitr: kinfitr: First Release,Zenodo,0,1,0,1,0,2017-07-17T11:27:31Z,2023-04-25T23:16:35Z,1,,,,,Zenodo,repository
10.5281/zenodo.830281,cern.zenodo,2017,Software,mathesong/kinfitr: kinfitr: First Release,Zenodo,0,1,0,0,1,2017-07-17T11:27:33Z,2023-04-25T23:16:36Z,1,,,,,Zenodo,repository
10.5281/zenodo.831401,cern.zenodo,2017,Software,ewels/MultiQC: MultiQC Version 1.1,Zenodo,0,1,0,1,0,2017-07-18T08:27:48Z,2024-09-17T08:29:17Z,1,,,,,Zenodo,repository
10.5281/zenodo.838961,cern.zenodo,2017,Software,Paternal age and offspring fitness: online supplementary website,Zenodo,0,1,0,1,0,2017-08-04T13:08:29Z,2023-04-25T18:18:21Z,1,,,,,Zenodo,repository
10.5061/dryad.p4q04,dryad.dryad,2017,Dataset,Data from: Increased dopamine release after working-memory updating training: neurochemical correlates of transfer,Dryad,0,1,0,1,0,2017-08-14T07:46:12Z,2025-07-22T03:05:22Z,1,1,OPEN,3,4,DRYAD,repository
10.5281/zenodo.843945,cern.zenodo,2017,Software,ewels/MultiQC: MultiQC Version 1.2,Zenodo,0,1,0,1,0,2017-08-16T10:33:59Z,2024-09-17T08:29:18Z,1,,,,,Zenodo,repository
10.5281/zenodo.846863,cern.zenodo,2017,Software,GNilsonne/SleepyBrain-Analyses: Release for publication (empathy),Zenodo,0,1,0,1,0,2017-08-22T18:20:05Z,2023-04-25T18:16:04Z,1,,,,,Zenodo,repository
10.5878/002909,snd.snd,2017,Dataset,Effectiveness of cervical screening after age 60 according to screening history: nationwide cohort study,Karolinska Institutet,1,0,0,0,1,2017-08-29T01:30:42Z,2025-09-22T10:24:08Z,1,,,,,Swedish National Data Service,repository
10.5878/002910,snd.snd,2017,Dataset,Effectiveness of cervical screening after age 60 according to screening history: nationwide cohort study,Karolinska Institutet,1,0,0,1,0,2017-08-29T01:30:43Z,2025-09-22T08:58:12Z,1,,,,,Swedish National Data Service,repository
10.13140/rg.2.2.27467.90407,rg.rg,2017,Text,MOVING UPSTREAM: GENDER NORMS AND EMERGING SEXUAL EXPERIENCES IN EARLY ADOLESCENCE,Johns Hopkins Bloomberg School of Public Health; Karolinska Institutet,1,0,0,1,0,2017-09-18T11:45:34Z,2020-09-19T00:46:17Z,1,,,,,ResearchGate,repository
10.5281/zenodo.1041591,cern.zenodo,2017,Software,ewels/MultiQC: MultiQC Version 1.3,Zenodo,0,1,0,1,0,2017-11-03T13:37:04Z,2024-09-17T08:29:16Z,1,,,,,Zenodo,repository
10.5281/zenodo.1065327,cern.zenodo,2017,Text,"Deliverable 2.1 - Report Describing Cumulative Assessment Groups For A Broad Range Of Chemicals, Based On Information Extracted From (Literature) Databases",Zenodo,0,1,0,1,0,2017-11-23T11:24:53Z,2020-09-19T07:07:48Z,1,,,,,Zenodo,repository
10.5281/zenodo.1065326,cern.zenodo,2017,Text,"Deliverable 2.1 - Report Describing Cumulative Assessment Groups For A Broad Range Of Chemicals, Based On Information Extracted From (Literature) Databases",Zenodo,0,1,0,0,1,2017-11-23T11:24:54Z,2020-09-19T07:07:48Z,1,,,,,Zenodo,repository
10.5281/zenodo.1066888,cern.zenodo,2017,Text,Deliverable 10.3 - Plan For The Dissemination And Exploitation Of The Results From Euromix,Zenodo,0,1,0,1,0,2017-11-27T13:06:32Z,2020-09-19T07:11:58Z,1,,,,,Zenodo,repository
10.5281/zenodo.1066887,cern.zenodo,2017,Text,Deliverable 10.3 - Plan For The Dissemination And Exploitation Of The Results From Euromix,Zenodo,0,1,0,0,1,2017-11-27T13:06:33Z,2020-09-19T07:11:58Z,1,,,,,Zenodo,repository
